"student_id","school_id","grade_level","gender","race_ethnicity","school_poverty_rate","gpa","suspensions","school_safety","teacher_support","parent_involvement"
3925,"S196",12,"male","Asian",85,3.87,1,6.3,4.8,7.6
3926,"S469",10,"female","Other",52.6,3.21,0,9.8,7.9,5.5
3927,"S011",10,"male","Other",48.5,1.65,0,6.8,5.4,5.3
3928,"S195",9,"female","Other",51.8,2.79,0,6.4,9.1,7
3929,"S042",9,"male","Latino",80.5,2.13,0,4.5,7.9,6.6
3930,"S454",9,"male","White",65.3,3.07,0,5.8,5.9,5.3
3931,"S499",9,"female","Latino",50.6,2.54,1,4.7,6.4,7.3
3932,"S495",12,"female","White",94.8,2.92,0,8.4,4.9,5.9
3933,"S332",11,"male","Other",31.3,2.99,0,6.3,3.1,5.2
3934,"S459",11,"male","Other",20,3.31,1,8.8,7.4,3.8
3935,"S144",12,"male","Black",15.6,4,1,6.5,7.3,4.8
3936,"S168",12,"male","White",61.2,2.98,1,5.1,8.9,6.5
3937,"S136",12,"nonbinary","Asian",94.7,3.41,0,5.8,8.3,1.7
3938,"S308",11,"female","Asian",60.3,2.86,1,7.7,5.1,4.4
3939,"S400",10,"male","Other",77,2.3,0,5.9,5.8,6.2
3940,"S459",11,"male","Latino",16.7,2.2,0,6.9,5.6,4.8
3941,"S118",12,"female","Black",59.8,3.32,1,6.2,6.1,6
3942,"S173",11,"male","Other",31.7,2.33,1,6.3,6.7,5.6
3943,"S335",10,"female","Asian",30.5,2.79,0,4.9,6.3,5.7
3944,"S108",10,"female","White",71,3.76,0,6.3,7.2,4
3945,"S347",11,"male","Black",36.5,2.86,0,5.6,7.9,3.8
3946,"S137",12,"male","White",70.8,2.08,0,3.5,8.5,5.8
3947,"S118",11,"female","White",19,2.7,0,7.2,5,6.1
3948,"S354",12,"male","Asian",64.3,3.35,0,2.8,7.1,6.2
3949,"S352",11,"male","Asian",78.4,3.49,0,5.3,5.1,3.4
3950,"S228",9,"female","Black",67.6,2.68,0,6.7,8,3.1
3951,"S457",10,"male","Black",62.3,3.3,0,8.5,7.5,4.8
3952,"S478",9,"male","Other",54.8,2.43,0,9.6,8.3,5
3953,"S240",11,"male","Asian",93.9,2.24,0,6.4,5.8,5.2
3954,"S103",9,"male","Asian",32.1,2.81,1,3.7,6.8,5.8
3955,"S213",10,"male","Latino",66.7,3.05,0,4.9,2.6,2.8
3956,"S339",9,"female","Latino",28.3,3.14,0,4.9,8.4,5.2
3957,"S215",11,"male","Black",52.2,2.5,0,5.8,6,6.9
3958,"S417",9,"nonbinary","Other",21.9,2.17,0,6,5.6,4.3
3959,"S355",10,"female","Latino",90.5,2.88,0,4,8.1,9.4
3960,"S426",11,"female","Latino",24.2,2.91,2,6.4,6.7,4.7
3961,"S149",10,"female","Black",78.8,2.97,0,4.9,3.1,2.8
3962,"S094",12,"female","Black",94.6,2.96,0,7,7.1,5.5
3963,"S056",11,"female","Latino",33.8,2.3,0,3.8,6.4,7.3
3964,"S211",11,"female","Asian",15,2.77,0,8,5.8,4.8
3965,"S138",11,"female","White",33.2,2.85,0,4.7,6.3,4
3966,"S431",10,"male","Black",24.1,3.21,1,8.5,8,5.2
3967,"S004",10,"male","Other",41.6,2.49,0,4.6,5.9,8.5
3968,"S038",12,"male","Latino",73.6,2.28,1,7.3,3.7,1.6
3969,"S329",10,"female","Asian",25.4,2.61,1,7.6,6.8,6.8
3970,"S175",10,"male","Other",31.7,3.46,0,4.9,6.5,2.5
3971,"S289",12,"female","Black",36.3,2.7,0,5.7,7.8,4.8
3972,"S037",10,"male","Latino",36.1,3.08,0,6.7,6.8,4.3
3973,"S317",9,"male","Asian",54.4,3.4,0,3.2,6.7,3.2
3974,"S152",11,"male","Other",63.9,2.61,0,3.5,6.8,5.9
3975,"S385",9,"female","Black",13.2,3.3,0,6.8,6.7,6.2
3976,"S296",12,"female","Asian",62.4,2.33,1,5.1,5,4.5
3977,"S487",10,"female","Black",53.9,2.55,0,5.8,7.8,7.5
3978,"S181",9,"female","Black",92,2.89,0,4.3,5.9,6
3979,"S268",12,"female","White",34.8,2.74,1,7,6.8,3.9
3980,"S081",12,"male","Asian",56.6,2.95,0,7.8,7.3,4.9
3981,"S056",9,"male","Black",82.7,2.75,1,5,7.5,5.4
3982,"S312",11,"male","Other",41,3.86,0,6.1,6.1,6
3983,"S184",10,"female","Black",37.5,2.06,0,5.3,6.8,4.5
3984,"S439",11,"male","Asian",86.1,3.12,1,6.8,7.4,6.7
3985,"S346",12,"male","Asian",65.5,2.93,1,5.8,5.3,6.9
3986,"S357",11,"female","Asian",72.7,2.86,0,6.5,6.5,4.1
3987,"S291",12,"female","Other",72.5,3.34,0,4.7,8.4,4.2
3988,"S158",12,"female","Asian",46.4,2.79,0,5.1,5.8,3.5
3989,"S255",9,"male","Black",19.7,2.65,0,5.8,4.4,5.1
3990,"S383",11,"female","Other",85.5,2.79,1,8.6,7.4,2.9
3991,"S285",12,"male","Latino",67.6,3.62,0,7.5,6.9,3.6
3992,"S228",12,"male","Other",93.9,2.45,0,5.3,5.6,4.8
3993,"S220",11,"female","Black",86.8,2.14,0,5.6,5.9,3.6
3994,"S224",11,"male","White",55.5,2.74,0,4.4,5,3.4
3995,"S277",11,"male","Other",42.1,2.73,1,4.6,1.6,3.5
3996,"S014",11,"male","White",63.9,2.62,0,5,3.5,4.3
3997,"S132",10,"male","Other",80.7,2,0,6.8,6.4,2.5
3998,"S397",11,"male","Asian",26.6,3.53,1,7.5,6.2,6
3999,"S228",9,"male","Other",35.8,2.66,0,6,5.4,5
4000,"S083",9,"male","Other",40.7,3,0,7.6,6.7,6.4
4001,"S413",11,"male","White",90.7,3.02,0,9.1,7.9,5.6
4002,"S053",10,"male","Asian",66.8,2.1,1,6.9,7.7,4
4003,"S276",11,"male","Latino",68.9,2.56,1,4.5,4.9,4.6
4004,"S165",10,"female","Asian",75.4,2.87,0,4.8,7.1,3.2
4005,"S473",11,"female","Black",65.8,2.55,0,8.4,6.1,9.6
4006,"S076",9,"female","Black",44.8,2.29,0,8.1,6.9,8
4007,"S132",11,"female","White",36.8,2.34,0,5.4,6.3,5.3
4008,"S470",9,"male","Latino",66.7,2.73,0,6.7,5.8,4.4
4009,"S142",12,"male","Latino",75.8,1.98,1,5.8,10,3.3
4010,"S257",12,"female","Other",84.8,2.08,0,9.3,6,6.8
4011,"S407",9,"female","Latino",40.2,3.4,1,5.9,7.2,4.3
4012,"S472",10,"male","White",21,2.46,0,9.5,6.1,5.8
4013,"S133",9,"female","White",33.2,2.77,0,8.1,5.1,5.1
4014,"S297",10,"male","Latino",70.2,2.66,0,5.9,4.7,5.8
4015,"S168",10,"male","Other",17.3,2.64,1,6.8,6.3,5.1
4016,"S136",11,"male","Latino",12,2.8,0,5.9,8.8,6.3
4017,"S079",12,"male","Other",87.3,3.56,1,6.7,9.1,5.2
4018,"S212",11,"female","White",64.8,2.41,1,5.5,7.2,8.3
4019,"S161",12,"female","Latino",59.3,2.54,0,6.9,6.5,1.2
4020,"S270",11,"male","Black",81.6,2.51,1,6.6,5.9,5.9
4021,"S396",11,"female","Black",36.7,3.3,0,7.1,6.4,5.1
4022,"S190",11,"male","Black",27.1,2.2,0,5.9,5.4,4.3
4023,"S197",10,"male","Black",83.5,2.56,0,5.7,5.4,6.6
4024,"S265",11,"female","Other",89.5,2.98,0,5.8,4.9,4.3
4025,"S409",10,"male","Black",41.8,2.41,0,4.5,6.2,0.5
4026,"S002",10,"male","Asian",49.5,3.17,0,5,5.4,7.7
4027,"S085",12,"female","Asian",47.5,2.76,0,5.9,6.5,6.7
4028,"S194",10,"female","Black",92.4,3.28,0,6,6.5,6.2
4029,"S336",10,"male","Latino",56.1,2.56,0,6,5.9,4.5
4030,"S159",11,"male","Asian",15,2.53,0,5.4,6,5.5
4031,"S130",10,"female","Black",93.5,3.06,0,8.1,7.5,7.3
4032,"S497",12,"female","White",56,2.68,0,5.5,8.3,5.7
4033,"S413",12,"male","White",68.3,2.18,0,6.8,8.9,3.3
4034,"S354",10,"male","Black",68.7,2.57,1,6,6.5,4.9
4035,"S350",10,"female","Latino",86.5,3.2,0,6,5.6,2.4
4036,"S186",11,"male","Other",18,1.54,1,7.3,5.9,2.3
4037,"S025",12,"male","Latino",93.5,3.75,0,7.6,6.7,6.3
4038,"S172",11,"male","White",20.7,2.96,1,6.6,5.5,4.7
4039,"S393",9,"male","Black",36.7,2.94,0,5.2,6.9,4
4040,"S295",11,"female","Other",87.9,2.54,0,4.6,8.1,4.4
4041,"S217",12,"female","Black",74.1,2.66,0,8.3,7.1,6.8
4042,"S172",12,"male","Asian",20.4,3.25,2,3.9,4.8,2.3
4043,"S112",11,"male","Black",19.6,2.86,0,5.9,6.4,3.6
4044,"S146",10,"female","Other",28.1,2.46,1,6.2,5.4,6.6
4045,"S196",9,"male","Black",41.9,2.54,0,6.4,3.9,4.3
4046,"S409",11,"male","Black",21.6,2.31,0,8.1,6.8,7.1
4047,"S282",12,"male","Black",40.6,3.07,0,7.3,6.5,5.8
4048,"S390",9,"female","Asian",61.2,2.71,0,2.9,3.5,3.8
4049,"S452",11,"male","Asian",74.9,3.09,1,4.8,9.5,5.1
4050,"S479",9,"nonbinary","Other",69.4,2.17,1,5.5,6.4,2.1
4051,"S098",12,"male","Other",67.6,2.55,0,6.1,6.5,3.9
4052,"S473",11,"female","Other",56.2,2.49,0,5.3,7.2,5.6
4053,"S331",10,"female","Other",91.5,3.13,1,2.8,6.7,8.2
4054,"S065",10,"female","White",20.4,2.8,0,7.1,6.6,6.4
4055,"S182",9,"male","Asian",61.3,2.84,0,6,6.2,5.9
4056,"S371",11,"female","Asian",48.1,2.45,1,6.1,7.3,5.4
4057,"S183",12,"female","Other",61.5,2.36,0,6.9,5.5,9
4058,"S377",11,"nonbinary","White",48.2,2.96,1,4.5,6.3,5
4059,"S268",9,"female","Black",62.8,3.2,0,6.7,6.7,3.9
4060,"S395",9,"female","Latino",40.4,2.81,0,5.9,5.5,8.7
4061,"S080",9,"male","Latino",71.4,3.05,0,3.9,8.5,5.3
4062,"S457",12,"female","Black",41,2.81,0,9.2,7,2.3
4063,"S268",10,"male","Other",74.4,3.13,2,5.8,5.8,4.8
4064,"S415",11,"male","Other",63.6,1.77,0,6.4,6.5,1.9
4065,"S253",10,"female","Asian",18.6,2.87,0,5.5,6.9,4.9
4066,"S065",11,"male","Latino",26.8,2.85,0,6.2,5.8,4
4067,"S033",11,"female","White",66.9,2.64,1,6.2,8.1,5.8
4068,"S463",11,"male","Latino",84.8,3.33,0,5.3,5.6,8
4069,"S112",12,"female","Asian",71.6,1.81,0,9.9,6.4,2.7
4070,"S196",10,"male","White",11.2,2.43,1,5,7.3,4.8
4071,"S322",12,"female","White",79.6,2.39,0,3.9,4.5,3.8
4072,"S475",11,"male","Latino",32.7,2.29,0,7.2,6.1,3.6
4073,"S404",12,"female","Other",49.9,3.46,0,6.3,6.1,6.3
4074,"S362",9,"male","Latino",29,3.12,1,8.8,7.3,6.2
4075,"S472",9,"male","Latino",66.5,2.62,0,5.6,8.4,5.6
4076,"S399",10,"female","White",24.7,2.11,0,4.5,5.4,5.2
4077,"S337",10,"female","Other",11.4,3.35,0,5.9,5.9,5.1
4078,"S081",12,"male","Latino",48.5,2.68,0,4.9,5.2,5.8
4079,"S047",11,"female","White",75.6,3.2,0,6.1,5.2,4.8
4080,"S218",12,"male","Asian",40.1,2.96,0,4.5,4.9,8.9
4081,"S166",12,"male","White",26.3,2.82,0,2.6,6.3,3.5
4082,"S243",12,"female","Asian",80.6,2.94,1,7.1,8.5,5.9
4083,"S066",11,"female","Other",60.9,3.88,2,6.2,6.6,4.4
4084,"S482",10,"female","White",63.5,3.22,1,6.9,6.7,6.1
4085,"S169",10,"female","White",20.5,2.43,1,6.9,6.5,6.9
4086,"S310",11,"female","Latino",63.1,2.61,0,6.4,4.5,7.2
4087,"S247",9,"female","Other",74.9,2.74,0,6.5,6.9,5
4088,"S305",11,"female","Black",37.6,2.43,0,5.6,6.8,8
4089,"S460",10,"male","Black",87.9,4,0,2.8,5.3,6.5
4090,"S275",10,"male","Latino",24.1,2.46,0,8.1,7.5,5.8
4091,"S355",12,"male","Other",37.2,3.27,1,7.1,7.7,8.4
4092,"S327",9,"female","Other",66.4,2.01,1,2.3,3.7,6.6
4093,"S434",9,"male","White",77.4,3,0,4.2,7.2,4.4
4094,"S236",10,"male","Other",67.5,2.68,2,7.1,6,3.7
4095,"S500",12,"male","Latino",84.3,2.25,1,4.3,6.9,4.4
4096,"S430",12,"male","Asian",48.4,2.74,0,3.5,5.7,8.5
4097,"S342",12,"female","Black",80.1,3.48,0,8.7,6.7,5.3
4098,"S449",9,"female","Black",90.9,2.42,1,5.8,6.9,4.2
4099,"S091",10,"female","Latino",73.6,3,1,4.8,5.7,4.1
4100,"S443",11,"female","White",64.4,3.32,0,6.4,6.6,3.8
4101,"S469",10,"female","Black",16.8,2.71,1,7.5,7.5,5.2
4102,"S195",9,"female","Asian",76.9,2.61,1,7.6,5.5,5.2
4103,"S320",11,"female","Latino",56.3,1.6,0,3.7,6.2,7.2
4104,"S350",10,"female","White",93.5,2.81,0,7.6,8.1,7.3
4105,"S376",10,"female","White",76.1,3.62,1,5.4,5.7,8.1
4106,"S285",12,"male","Latino",56.9,2.43,1,7.9,5,7
4107,"S178",12,"female","Asian",84.1,3.05,0,4.5,3.2,4.4
4108,"S224",10,"female","Black",32.4,2.99,0,8.1,7.3,7.3
4109,"S163",9,"female","Asian",77.2,2.59,0,4.3,4.8,0.8
4110,"S321",11,"female","Latino",44.7,2.91,0,7.3,6,7.6
4111,"S230",9,"male","Black",80,1.72,0,6.3,5.9,3.8
4112,"S413",10,"male","Latino",13.3,3.29,0,6.1,5.6,3.1
4113,"S317",11,"male","Latino",37,3.65,1,6.3,5.9,5.5
4114,"S395",10,"female","Latino",53.3,2.38,1,6.2,7.6,4.5
4115,"S438",10,"male","White",26.7,2.39,0,8.9,7.1,4.7
4116,"S085",12,"male","White",38.5,2.91,0,8,6.1,2.3
4117,"S044",9,"female","Black",72.6,2.35,1,5.1,7.1,5.5
4118,"S089",11,"male","White",59.2,4,0,3.9,7.2,4.7
4119,"S020",9,"female","Other",58.6,3.52,0,5.6,8,3.7
4120,"S154",11,"female","Other",82.8,2.62,0,7.4,8.5,6.6
4121,"S426",9,"female","White",61.7,2.26,0,6.4,7.3,5.5
4122,"S440",9,"female","White",13.4,3.48,1,7,5.7,7.5
4123,"S335",9,"male","Black",65.4,2.54,0,7,7,6.8
4124,"S304",11,"female","White",91.9,3.3,0,6.1,7.9,2.3
4125,"S402",9,"male","Latino",17.7,1.16,0,6.4,5.9,5.8
4126,"S481",11,"female","Other",75.8,2.84,1,5.8,5.6,1.9
4127,"S234",11,"male","Other",72.6,2.15,0,6.8,8.9,7.2
4128,"S194",10,"male","Black",13.4,3.29,0,6.6,7.3,6.9
4129,"S397",11,"male","Black",75.1,2.36,0,3.9,7.4,4.3
4130,"S207",10,"male","White",79.2,3.09,1,7.2,6.6,3.8
4131,"S162",11,"male","Asian",77.2,3.08,0,7,5.1,6
4132,"S355",10,"male","Latino",38.5,2.97,2,6.9,7,3.7
4133,"S142",9,"female","Black",93.8,2.85,0,6.8,6.3,5.5
4134,"S421",9,"male","White",89.2,2.15,1,2.4,8.2,6.6
4135,"S437",10,"female","Black",58.1,2.84,0,9.2,6.3,5.6
4136,"S366",10,"male","White",69.7,1.69,0,5,5.2,1.3
4137,"S063",11,"male","Black",11.3,2.83,0,7.5,6.5,4.9
4138,"S429",10,"female","Other",75.2,3.02,1,6.2,6.2,5.6
4139,"S076",12,"female","Black",93.3,2.36,0,4.7,6.4,2.1
4140,"S248",11,"male","Asian",28.9,2.75,0,6,5.9,5
4141,"S345",10,"female","Black",27.5,2.4,0,6.5,4.3,3.3
4142,"S289",12,"male","White",28,3.27,1,6.9,3.8,5.8
4143,"S258",11,"female","Black",86.3,2.04,0,5.8,5.8,5.8
4144,"S108",12,"male","Asian",18.8,3.98,0,5.9,5.4,5.9
4145,"S375",9,"female","Latino",78.3,2.62,0,4.7,7.6,4.2
4146,"S351",12,"male","White",89.6,3.53,0,3.5,6.6,2.9
4147,"S202",12,"male","Latino",43,3.02,1,4,6.3,7.8
4148,"S107",9,"male","Asian",54.3,2.83,0,6.6,7.1,6
4149,"S454",11,"female","Black",43,3.01,0,8.5,4.7,7.2
4150,"S071",9,"female","Latino",46.4,2.92,1,5.8,5.1,6.5
4151,"S281",11,"male","Latino",52.1,3.41,1,3.9,6.8,1.9
4152,"S404",12,"male","Black",90.9,3.29,1,5.8,5.7,6.3
4153,"S264",10,"male","Latino",57.9,2.41,0,5.4,7.1,5.5
4154,"S354",10,"female","Latino",31.9,2.32,2,9.7,6,2.3
4155,"S146",10,"female","White",67.8,2.81,0,5.5,5.5,5.4
4156,"S095",9,"male","Black",68.2,3.09,0,5.7,4.3,2.6
4157,"S438",10,"female","Black",27.8,4,1,7.5,5.2,4.5
4158,"S447",10,"male","Latino",94.9,2.53,0,5,5.7,4.3
4159,"S079",12,"female","White",74.2,3.66,0,4.5,9.9,2.8
4160,"S486",12,"female","Latino",76.2,3.38,0,6.2,5.5,8.7
4161,"S329",12,"female","Latino",45.4,2.13,0,6,5,5.9
4162,"S011",10,"male","Black",64.6,2.07,0,7,3.8,5.1
4163,"S199",9,"male","White",12.5,3.29,0,5.6,8.3,5.3
4164,"S290",10,"female","Black",13.3,2.19,0,5.5,3.7,5.7
4165,"S308",10,"male","Other",22.5,2.59,0,8.4,6.5,5.1
4166,"S312",11,"male","Asian",81.8,2.5,0,4.2,5.9,4.3
4167,"S225",12,"female","Asian",76.3,3.6,0,3.7,6.9,3.6
4168,"S388",10,"male","Latino",69.6,4,1,5.6,6.3,7.3
4169,"S284",10,"male","Latino",56.4,2.79,0,6.9,6.9,5.9
4170,"S373",10,"male","Asian",28.8,2.47,1,5.3,5.9,5.4
4171,"S457",9,"male","Latino",25.1,2.84,0,9.6,6.3,2.8
4172,"S022",10,"male","Other",10.7,2.46,1,5.6,5.6,5.2
4173,"S239",11,"male","Latino",29.3,3.21,0,6.3,6.4,3.4
4174,"S283",10,"male","Latino",50.1,2.53,0,2.4,6.7,4.7
4175,"S255",12,"male","Other",53.2,2.16,1,6.7,5.3,2.2
4176,"S400",12,"male","Asian",81,2.35,0,3.8,6.4,5.2
4177,"S345",11,"female","Other",23.8,2.26,0,7.4,6.9,4.2
4178,"S211",9,"female","Other",37,2.42,0,5.3,3.5,8.5
4179,"S371",11,"female","Asian",14.2,2.84,0,6.7,3.7,3
4180,"S160",12,"male","Other",89,3.18,0,7,7.8,1.9
4181,"S413",11,"male","Other",32.6,2.4,0,9.8,5,6.6
4182,"S348",11,"male","Black",21.3,3.53,0,6.9,6.2,3.7
4183,"S160",9,"male","Latino",51.4,3.47,1,6.6,6,10
4184,"S321",12,"female","White",35.6,2.99,0,5.9,8.1,8.1
4185,"S327",11,"male","Asian",87.5,2.49,0,6.4,6.1,7.1
4186,"S189",12,"male","Latino",21.3,2.26,0,7.9,6.7,7.1
4187,"S236",9,"male","White",26.3,3.6,1,6.1,4.6,1.8
4188,"S437",12,"female","Other",93.4,2.23,0,8.1,7.5,6.6
4189,"S313",11,"male","Asian",43.1,3.52,1,4.5,7.1,1.9
4190,"S445",10,"female","Latino",67.5,2.65,0,6.4,6.7,4.9
4191,"S380",12,"female","White",61.8,2.08,0,5.1,6.4,4.6
4192,"S294",10,"female","Other",87,2.24,0,4.1,8,9.1
4193,"S380",11,"female","Other",63.7,2.15,1,6,4.7,4.8
4194,"S135",12,"male","Asian",49.1,3.17,0,7.9,5.6,2.2
4195,"S216",12,"female","Latino",11.8,2.12,1,6.8,6.6,6.9
4196,"S277",12,"male","Other",77.1,2.84,2,8,6,5.2
4197,"S070",10,"male","Latino",11,2.63,0,5.4,4.4,3.8
4198,"S394",12,"male","Latino",19.2,2.88,0,6,5.7,4.3
4199,"S179",9,"male","White",92.3,2.93,1,7,6.2,6.3
4200,"S378",9,"male","Asian",37.3,2.59,1,7.9,6.9,5.9
4201,"S066",9,"male","Latino",74.8,3.29,0,8,7.9,3.2
4202,"S101",11,"male","Latino",93.2,2.94,0,5.7,6,4.3
4203,"S434",9,"female","Black",80.8,3.03,0,5.4,5.1,6.7
4204,"S269",11,"female","Black",26.4,3.09,0,7.8,6.7,7.7
4205,"S084",9,"female","Black",52.3,3.09,0,3.6,4.1,4.8
4206,"S396",10,"male","Black",93.7,3.15,0,8.1,7.5,6.7
4207,"S425",10,"male","White",86.4,2.55,0,6.6,7.1,6.4
4208,"S214",11,"female","Other",63.5,2.66,0,5.1,4.8,4.2
4209,"S348",10,"male","Latino",49.4,3.74,0,5.5,6.9,6.5
4210,"S459",11,"female","Latino",61.6,3.27,0,7.4,6.1,6.8
4211,"S384",9,"male","Black",58.6,2.74,0,6.1,8.4,6.7
4212,"S436",11,"female","Asian",33.9,1.71,0,5.7,5.4,4.1
4213,"S192",9,"male","Other",23,3.24,1,4.2,6.8,7.3
4214,"S388",10,"female","White",26.7,2.01,0,6.4,6.7,4.7
4215,"S033",11,"male","White",27.7,2.66,0,8.1,3.9,8.9
4216,"S090",12,"female","Other",56.1,3.05,0,7.1,6.9,6.3
4217,"S102",10,"female","Other",34.2,3.25,0,6.5,5.3,1.6
4218,"S387",10,"male","White",59.1,2.42,0,6.9,7.5,8.5
4219,"S020",9,"male","White",19.8,2.67,0,7.1,7.7,5.2
4220,"S449",11,"male","Latino",47.8,2.36,0,8.2,5.1,6
4221,"S001",9,"male","Other",40.1,2.48,1,5.4,4.2,1.3
4222,"S267",12,"male","Asian",18.9,2.3,1,7.5,8,7.3
4223,"S154",12,"male","White",82.1,2.95,0,5.9,6.6,3.6
4224,"S450",10,"male","Latino",75.3,2.18,0,4,6.6,4.7
4225,"S149",11,"female","Latino",32.4,3.76,0,6.8,5.7,2.1
4226,"S195",12,"female","White",91.8,3.41,1,5.2,6.4,2.4
4227,"S314",12,"female","Asian",39.6,3.57,0,3.9,5.1,7.3
4228,"S466",10,"female","Black",23.3,3.11,0,4.2,7.6,5.6
4229,"S019",11,"female","Other",17.1,3.5,1,6.3,8.2,6.7
4230,"S019",10,"nonbinary","Black",18.3,2.78,2,6.1,8.1,4.1
4231,"S240",12,"female","Black",61.7,1.98,0,8,5,3.7
4232,"S409",10,"male","Black",43,2.23,1,6,6.3,8.4
4233,"S390",11,"female","Asian",71,2.32,0,8.8,7.2,4.6
4234,"S145",10,"female","Black",71,1.9,0,4.8,6.1,8.2
4235,"S227",10,"male","Latino",77.4,3.65,0,5.2,7.1,4
4236,"S092",10,"male","Latino",76.4,2.64,0,7,7.7,4.1
4237,"S397",12,"female","Latino",75.6,2.48,0,4.8,5.8,4.1
4238,"S368",9,"female","White",22.1,2.76,0,4.4,4.8,4.2
4239,"S046",12,"male","Other",25.6,3.7,0,8.2,6.9,6.8
4240,"S438",12,"male","Latino",14.2,3.35,0,7.6,6.5,6.4
4241,"S061",11,"female","White",72.3,2.48,0,4.5,6.6,6.2
4242,"S271",10,"male","Other",69,3.37,0,6,7.8,3.7
4243,"S219",12,"male","White",71.4,3,0,7.2,4.6,4.3
4244,"S367",9,"female","Other",82.2,3.32,0,7,4.1,3.8
4245,"S239",10,"male","White",33.9,3.81,0,4.8,6,5.3
4246,"S373",11,"female","Other",30.2,2.93,1,6.1,6.8,8.4
4247,"S289",11,"female","Latino",52.4,3.65,0,7.4,6.2,7.5
4248,"S014",9,"female","Latino",81.7,2.99,1,4.6,10,5.4
4249,"S096",12,"male","Black",72.6,3.02,0,3.6,7.4,5.3
4250,"S343",10,"female","Black",94.5,2.68,0,3.9,9.9,6
4251,"S029",9,"male","White",43.3,2.98,1,4,5.5,5.1
4252,"S094",11,"female","Other",21,2.94,2,7.5,6.1,10
4253,"S066",10,"female","Asian",76.9,2.51,0,8.3,7.7,6
4254,"S350",9,"male","Black",74.4,3.48,0,6.9,6.5,4.6
4255,"S029",11,"female","Latino",11.8,2.87,0,5.6,5.8,7.2
4256,"S059",9,"female","White",10.3,2.46,1,8.5,9.5,7
4257,"S448",10,"female","White",41.9,2.18,1,7.4,6.1,4.7
4258,"S164",10,"male","Asian",90.3,3.08,0,5,5.1,2.5
4259,"S354",12,"female","Black",49.9,2.04,1,5.7,6,8.2
4260,"S074",9,"male","Asian",42.8,1.62,0,5,4.3,7.1
4261,"S322",12,"female","Latino",43.8,4,1,7.5,6.5,1.7
4262,"S212",12,"female","Latino",47.7,3.1,0,5.7,6.6,5.8
4263,"S403",11,"female","Asian",67.9,2.43,1,7.6,4,2
4264,"S292",11,"female","Other",90.3,1.96,0,7.1,7.2,3.2
4265,"S500",9,"female","Asian",64.6,2.33,0,3.8,7.3,0
4266,"S392",10,"male","Black",83.9,3.41,0,7.5,8.8,3.7
4267,"S165",10,"female","Latino",36.3,3.22,0,6.7,6.9,6.6
4268,"S165",10,"female","Black",31.4,3,1,5.6,4.5,6
4269,"S354",9,"female","White",32.1,2.98,0,6.7,5.3,8.5
4270,"S119",9,"female","Black",17.2,2.85,0,6.3,7,5.3
4271,"S403",10,"female","Other",47.8,2.65,0,4.2,6.4,4.3
4272,"S492",9,"male","White",15.4,3.05,2,3.9,4.7,5.9
4273,"S200",10,"male","Latino",82.5,3.03,1,6.3,6.9,6.8
4274,"S132",10,"female","White",45.9,2.87,0,8.6,6.9,8.3
4275,"S283",11,"male","Black",74.4,2.65,0,4.4,5.8,6.2
4276,"S061",11,"female","Other",11.6,3.36,0,5.7,5.3,6.1
4277,"S355",9,"female","Other",73.5,2.89,0,6.6,4.3,3.3
4278,"S204",9,"female","White",63.1,2.6,0,3.1,7.1,6
4279,"S477",9,"male","White",37.5,2.2,0,5.1,5.5,6.6
4280,"S469",12,"male","Asian",68.1,2.89,1,5.2,6.7,4.9
4281,"S396",11,"male","White",84.8,3.04,0,4.7,6.7,3.5
4282,"S064",11,"male","Asian",90.1,3,0,6.6,7.8,5.1
4283,"S085",9,"male","Asian",69.3,2.99,0,6.8,6.1,4.6
4284,"S340",11,"male","Asian",14.7,2.39,0,4.2,5.4,6.5
4285,"S275",12,"female","Asian",16.9,2.92,0,5,5.6,6.3
4286,"S162",12,"male","Asian",71.5,3.11,0,6,5.2,6.1
4287,"S001",12,"female","Latino",15.7,2.79,0,3.7,7.9,6.5
4288,"S231",10,"male","Black",16.4,3.21,1,2.3,6.9,4.9
4289,"S401",12,"female","Other",24.2,2.81,0,6.3,8.2,5.3
4290,"S442",11,"female","Latino",81.1,2.46,0,8.7,3,6.5
4291,"S010",11,"female","Other",21.7,2.33,0,3.4,5.1,7.5
4292,"S253",11,"male","Latino",73.8,3.21,1,7.1,8,9.1
4293,"S117",11,"male","Black",37.6,2.86,0,4.7,9.4,4.8
4294,"S208",9,"male","Black",34.3,3.1,0,6.2,6.5,7.6
4295,"S041",11,"female","Asian",33.4,2.35,1,5.2,5.4,9.2
4296,"S015",10,"female","Latino",82,2.84,1,5.2,6.2,4.1
4297,"S336",9,"female","Asian",92.3,3.85,0,8.2,8.8,5.7
4298,"S286",12,"male","Latino",14.3,2.64,0,6.5,5.6,6.7
4299,"S384",10,"male","White",80.7,3.55,2,3.8,6.9,3.6
4300,"S438",11,"male","Asian",28.9,2.22,1,5.9,4.5,1.6
4301,"S348",9,"female","Other",18.6,1.88,2,6.3,5.5,5.7
4302,"S010",9,"female","Latino",62,3.07,1,7.7,6,4.7
4303,"S454",9,"male","Other",40.2,2.28,0,5.2,4.8,5.7
4304,"S313",9,"female","Black",15.9,2.66,1,7.1,4.3,5.7
4305,"S268",12,"male","Latino",44.2,1.78,0,6.2,5.4,5.2
4306,"S371",11,"female","Other",21.1,2.91,0,6.6,6,3.9
