contribution_id,candidate_name,candidate_party,office,state,amount,date,contributor_type,contributor_state,is_corporate,bonica.rid,cycle,election,Cand.ID,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
2610,"SAVINO, DIANE J",Democrat,state:upper,NY,169673,2004-10-17,Individual,NH,FALSE,cand85256,2004,NY2004,NY6498,NY-23,-0.471876221,0,-13.03288269,63.03288269,63,NA,0,63.194,0.515,0.156862745,1,0,0.5836,2,1,64.51543427,0,211860,0,169673,12.04162833,17028,9.742673052,149295,11.91368619,0,0,13918,9.541010092,3610,8.191740021,1,169673,12.04162833,F
2611,"SAVINO, DIANE J",Democrat,state:upper,NY,441861,2008-11-07,Individual,NJ,TRUE,cand85256,2008,NY2008,NY6498,NY-23,-0.471876221,0,-28.61101232,78.61101232,78.6,NA,0,59.007,0.515,0.133928571,0,0,0.6288,2,1,100,1,169673,1,441861,12.99875063,48821,10.79593631,391340,12.87733458,200,5.303304908,35956,10.49007906,12739.81,9.452565506,1,441861,12.99875063,F
2612,"PARKER, KEVIN S",Democrat,state:upper,NY,352079,2002-09-12,Individual,AL,TRUE,cand85257,2002,NY2002,NY6499,NY-21,-0.748049296,1,48.49036965,1.509630347,1.5,NA,0,36.296,0.515,0.183908046,1,0,0.6022,4,1,94.43662262,0,33640,0,352079,12.77161086,168147,12.03259982,143562,11.87452924,0,0,109626.86,11.60484682,68590.88,11.13592944,1,352079,12.77161086,M
2613,"RABBITT, ANNIE",Republican,state:lower,NY,65591,2006-06-22,Individual,MI,FALSE,cand85259,2006,NY2006,NY6500,NY-97,0.275456435,0,-4.761314392,54.76131439,54.8,NA,1,36.219,0.515,0.267281106,1,1,0.5836,2,1,49.31052399,1,118442,1,65591,11.09119377,19809,9.89394214,31375,10.35379855,1140,7.03966035,15775,9.666245077,134,4.905274778,0.770688663,85107,11.35166457,F
2614,"RABBITT, ANN G",Republican,state:lower,NY,63169,2008-12-19,PAC,NM,FALSE,cand85259,2008,NY2008,NY6500,NY-97,0.275456435,0,-11.69313431,61.69313431,61.7,NA,1,52.518,0.515,0.242990654,0,1,0.6288,2,1,45.23868561,1,236894,1,63169,11.05356895,12335,9.420277096,40630,10.6122866,400,5.993961427,7845,8.967759127,4490,8.409830673,0.753824674,83798,11.33616442,F
2615,"TITUS, MICHELE R",Democrat,state:lower,NY,17955,2002-12-22,PAC,CT,FALSE,cand85260,2002,NY2002,NY6501,NY-31,-0.549405549,0,-48.31460672,98.31460672,98.3,NA,0,13.463,0.515,0.225941423,1,1,0.6022,2,1,95.53617096,1,60224,1,17955,9.795623907,5645,8.638702609,9960,9.206432747,0,0,3865,8.25997566,1720,7.450660796,1,17955,9.795623907,F
2616,"TITUS, MICHELE R",Democrat,state:lower,NY,28638,2006-12-24,Self-Funded,ND,TRUE,cand85260,2006,NY2006,NY6501,NY-31,-0.549405549,0,-41.4361217,91.4361217,91.4,NA,0,12.109,0.515,0.267281106,1,1,0.5836,2,1,97.70057678,1,17955,1,28638,10.26248979,7703,8.949494953,20585,9.932366512,350,5.860786223,5020,8.521384396,1782.5,7.486333005,1,28638,10.26248979,F
2617,"REILLY, ROBERT P",Democrat,state:lower,NY,76364,2006-02-03,PAC,GA,FALSE,cand85261,2006,NY2006,NY6502,NY-109,-0.509917428,1,12.67451096,37.32548904,37.3,NA,0,52.862,0.515,0.267281106,1,1,0.5836,2,1,55.27116776,0,480909,0,76364,11.24326666,16850,9.732165281,36613,10.50818596,5687,8.646113971,12625,9.443513459,4000,8.294299609,0.841207768,90779,11.41618326,M
2618,"BING, JONATHAN L",Democrat,state:lower,NY,307071,2002-09-26,Individual,MA,FALSE,cand85272,2002,NY2002,NY6513,NY-73,-0.771522519,1,1.167790183,48.83220982,48.8,0,0,31.501,0.515,0.225941423,1,1,0.6022,3,1,44.99787521,0,353186,0,307071,12.63483427,197335,12.19266314,106016,11.57135474,6925,8.843037725,128627.14,11.76468088,57532.62,10.96012475,0.935105868,328381,12.7019298,M
2619,"HYER-SPENCER, DONNA J",Democrat,state:lower,NY,117526,2006-04-02,Individual,CO,FALSE,cand85273,2006,NY2006,NY6514,NY-60,-0.718702232,0,-1.701053619,51.70105362,51.7,1,0,21.957,0.515,0.267281106,1,1,0.5836,2,1,40.06063461,1,259835,0,117526,11.67441486,42636,10.6604777,63977,11.06629455,4000,8.294299609,35398,10.47443885,6921,8.842460024,0.787470267,149245,11.91334453,F
2620,"VALESKY, DAVID J",Democrat,state:upper,NY,921881,2004-08-03,Individual,AR,TRUE,cand85276,2004,NY2004,NY6517,NY-49,-0.537543278,1,0.352133072,49.64786693,49.6,0,0,118.592,0.515,0.156862745,1,0,0.5836,3,1,29.74954605,1,186945,1,921881,13.73417143,155213,11.95256009,179228,12.0964196,456039,13.0303358,102408.9,11.53673867,52802.84,10.87433919,0.358818859,2569210,14.75910902,M
2621,"LAVALLE, KENNETH P",Republican,state:upper,NY,323775,2004-12-15,PAC,OK,TRUE,cand85279,2004,NY2004,NY652,NY-1,-0.050267281,1,16.57104238,33.42895762,33.4,NA,1,135.948,0.515,0.156862745,1,0,0.5836,2,1,26.4927597,0,294220,0,323775,12.68780411,140334,11.8517877,167368,12.02795623,470,6.154858094,95533.85,11.46724638,44825,10.71054361,0.97736315,331274,12.71070111,M
2622,"JAFFEE, ELLEN C",Democrat,state:lower,NY,88381,2006-01-19,Individual,CO,TRUE,cand85283,2006,NY2006,NY6525,NY-95,-0.808765161,0,-11.19004059,61.19004059,61.2,NA,0,30.688,0.515,0.267281106,1,1,0.5836,2,1,63.75464249,1,443474,0,88381,11.38941229,30360,10.32091417,29500,10.29217944,2000,7.601402335,18505,9.825850283,16805,9.729491244,1,88381,11.38941229,F
2623,"RAIA, ANDREW P",Republican,state:lower,NY,94246,2008-07-20,Individual,IN,FALSE,cand85286,2008,NY2008,NY6528,NY-9,0.102369335,1,12.63624572,37.36375428,37.4,NA,1,55.132,0.515,0.242990654,0,1,0.6288,2,1,38.76184464,0,112654,0,94246,11.45366366,36534,10.50602598,60627,11.01251211,275,5.620400866,24705,10.11480141,9829,9.193194213,1,94246,11.45366366,M
2624,"SALAND, STEPHEN M",Republican,state:upper,NY,345334,2004-07-25,Individual,IA,TRUE,cand85291,2004,NY2004,NY661,NY-41,-0.137257153,1,15.19708501,34.80291499,34.8,NA,1,117.335,0.515,0.156862745,1,0,0.5836,2,1,0,0,264716,0,345334,12.75226734,103225,11.54467604,211568,12.26230647,1150,7.048386409,90500,11.41311618,12375,9.423514392,0.772957002,446770,13.0097992,M
2625,"SKELOS, DEAN",Republican,state:upper,NY,1579058,2006-07-24,Individual,MA,FALSE,cand85292,2006,NY2006,NY664,NY-9,-0.054078609,1,13.50439453,36.49560547,36.5,NA,1,84.317,0.515,0.183673469,1,0,0.5836,2,1,35.26138687,0,1289918,0,1579058,14.27233902,306754,12.63380466,1208798,14.00513786,6500,8.77971129,252760,12.44019966,53593.85,10.88920826,0.913655495,1728286,14.36264072,M
2626,"SPANO, NICK",Republican,state:upper,NY,1961226,2004-09-22,Party Committee,AL,FALSE,cand85293,2004,NY2004,NY665,NY-35,-0.075314935,1,0.007884979,49.99211502,49.75,1,1,114.128,0.515,0.156862745,1,0,0.5836,2,0,0,0,670932,0,1961226,14.48908035,381493,12.8518504,1188243,13.98798715,353660,12.77609411,320961,12.67907802,58592.05,10.97837137,0.749384437,2617116,14.77758351,M
2627,"CALHOUN, NANCY",Republican,state:lower,NY,97966,2004-02-05,Individual,NC,FALSE,cand85298,2004,NY2004,NY678,NY-96,0.133416309,0,-9.465515137,59.46551514,59.5,NA,1,53.098,0.515,0.21888412,1,1,0.5836,2,1,28.7397728,1,95427,1,97966,11.49237576,5204,8.557374981,51499,10.84933709,1295,7.167037877,4679,8.451053389,20525,9.929447654,0.677543399,144590,11.88165743,F
2628,"CALHOUN, NANCY",Republican,state:lower,NY,99599,2006-12-26,Individual,VT,FALSE,cand85298,2006,NY2006,NY678,NY-96,0.133416309,0,-2.653232574,52.65323257,52.7,NA,1,35.975,0.515,0.267281106,1,1,0.5836,2,1,40.53448486,1,192278,1,99599,11.5089074,16567,9.715228403,58329,10.97387182,688,6.535241271,15967,9.678341999,10600,9.268703615,0.612265096,162673,11.99949733,F
2629,"CALHOUN, NANCY",Republican,state:lower,NY,114200,2008-06-21,Individual,SD,FALSE,cand85298,2008,NY2008,NY678,NY-96,0.133416309,0,-3.447807312,53.44780731,53.4,NA,1,55.151,0.515,0.242990654,0,1,0.6288,2,1,47.34676743,1,144590,1,114200,11.64570658,20464,9.926471389,54133,10.89921773,22724,10.03122092,19914,9.899228496,6203,8.732949524,0.363037563,314568,12.65895555,F
2630,"CANESTRARI, RONALD J",Democrat,state:lower,NY,214335,2006-02-09,Individual,ID,FALSE,cand85299,2006,NY2006,NY679,NY-106,-0.137402221,1,23.36934623,26.63065377,26.6,NA,0,35.665,0.515,0.267281106,1,1,0.5836,2,1,100,0,167024,0,214335,12.27529549,22425,10.01797628,188500,12.14685859,0,0,19150,9.860110213,3275,8.094378445,1,214335,12.27529549,M
2631,"BUTLER, MARC W",Republican,state:lower,NY,43484,2004-05-14,Individual,MS,FALSE,cand85300,2004,NY2004,NY680,NY-117,0.369446204,1,41.86717899,8.132821006,8.1,NA,1,38.277,0.515,0.21888412,1,1,0.5836,2,1,0,0,54929,0,43484,10.68014833,7400,8.909370405,16530,9.712992685,675,6.516193076,6550,8.787372989,1200,7.090909822,1,43484,10.68014833,M
2632,"CHRISTENSEN, JOAN K",Democrat,state:lower,NY,57732,2002-11-18,Individual,MI,FALSE,cand85302,2002,NY2002,NY682,NY-119,-0.415127491,0,-9.392795563,59.39279556,59.4,NA,0,38.109,0.515,0.225941423,1,1,0.6022,2,1,66.29849243,1,64426,1,57732,10.96356689,17718,9.782392789,36380,10.50180194,1000,6.908754779,11205,9.324204628,7013,8.855663431,0.82045306,70366,11.16146547,F
2633,"CHRISTENSEN, JOAN K",Democrat,state:lower,NY,37276,2004-09-10,PAC,UT,FALSE,cand85302,2004,NY2004,NY682,NY-119,-0.415127491,0,-18.47569907,68.47569907,68.5,NA,0,49.216,0.515,0.21888412,1,1,0.5836,2,1,59.39279556,1,453744,1,37276,10.52610497,13250,9.4918283,22452,10.01917951,599,6.396929655,7669,8.945071894,5681,8.645058562,0.835522482,44614,10.70580299,F
2634,"CHRISTENSEN, JOAN K",Democrat,state:lower,NY,54640,2006-04-10,Individual,NC,TRUE,cand85302,2006,NY2006,NY682,NY-119,-0.415127491,0,-23.45482013,73.45482013,73.5,NA,0,38.248,0.515,0.267281106,1,1,0.5836,2,1,68.47570038,1,70366,1,54640,10.90852149,21319,9.967400878,27176,10.21012631,4300,8.366602833,14712,9.596486736,6607,8.796036315,1,54640,10.90852149,F
2635,"DESTITO, ROANN M",Democrat,state:lower,NY,79355,1998-12-26,Individual,MO,FALSE,cand85306,1998,NY1998,NY688,NY-116,-0.002289073,0,-23.40825373,73.40825373,73.4,NA,0,26.873,0.515,0.229166667,1,1,0.5947,2,1,NA,NA,NA,0,79355,11.28168674,11150,9.319284459,42030,10.64616272,6720,8.812992232,7475,8.919453169,3300,8.101980732,0.916858269,86551,11.36848911,F
2636,"DESTITO, ROANN M",Democrat,state:lower,NY,119605,2002-06-04,Self-Funded,RI,FALSE,cand85306,2002,NY2002,NY688,NY-116,-0.002289073,0,-17.72425079,67.72425079,67.7,NA,0,31.739,0.515,0.225941423,1,1,0.6022,2,1,88.99446106,1,86551,1,119605,11.69194993,17530,9.771726021,84036,11.33901246,0,0,12530,9.435960853,5500,8.612685173,0.94390473,126713,11.74967997,F
2637,"DESTITO, ROANN M",Democrat,state:lower,NY,169786,2008-01-12,PAC,DE,TRUE,cand85306,2008,NY2008,NY688,NY-116,-0.002289073,0,-17.94778946,67.94778946,67.9,NA,0,40.069,0.515,0.242990654,0,1,0.6288,2,1,100,1,136424,1,169786,12.0422941,31475,10.35698063,122500,11.71587447,450,6.11146734,26500,10.18493775,5275,8.570923514,0.865667685,196133,12.18654828,F
2638,"GALEF, SANDRA R",Democrat,state:lower,NY,61379,1998-10-20,Party Committee,VT,TRUE,cand85311,1998,NY1998,NY694,NY-90,-0.648025388,0,-12.68412789,62.68412789,62.7,NA,0,38.167,0.515,0.229166667,1,1,0.5947,2,1,NA,NA,NA,0,61379,11.02482304,39174,10.57579407,8100,8.99974279,200,5.303304908,27814,10.23333072,11810,9.37678658,0.533470658,115056,11.65317425,F
2639,"GALEF, SANDRA R",Democrat,state:lower,NY,51024,2002-07-13,Individual,TN,FALSE,cand85311,2002,NY2002,NY694,NY-90,-0.648025388,0,-8.434773879,58.43477388,58.4,NA,0,36.173,0.515,0.225941423,1,1,0.6022,2,1,61.0959053,1,115056,1,51024,10.84005139,32350,10.38440021,9925,9.202912856,100,4.615120517,18400,9.82016029,13950,9.543306469,1,51024,10.84005139,F
2640,"GREENE, AURELIA",Democrat,state:lower,NY,33025,2004-09-02,PAC,LA,TRUE,cand85313,2004,NY2004,NY700,NY-77,-0.404567332,0,-42.50023519,92.50023519,92.5,NA,0,21.254,0.515,0.21888412,1,1,0.5836,2,1,93.24269104,1,44307,1,33025,10.40502013,5075,8.532278829,27950,10.23820826,0,0,2250,7.719129841,2725,7.910590612,1,33025,10.40502013,F
2641,"HOOPER, EARLENE",Democrat,state:lower,NY,61333,2002-08-27,Individual,OK,FALSE,cand85315,2002,NY2002,NY702,NY-18,-0.597909256,0,-26.70796204,76.70796204,76.7,NA,0,21.956,0.515,0.225941423,1,1,0.6022,2,1,79.63044739,1,79381,1,61333,11.02407331,21445,9.973293427,36215,10.49725629,0,0,9310,9.138951776,9118,9.118115428,1,61333,11.02407331,F
2642,"HOOPER, EARLENE HILL",Democrat,state:lower,NY,43890,2008-12-25,Party Committee,MA,FALSE,cand85315,2008,NY2008,NY702,NY-18,-0.597909256,0,-46.96495916,96.96495916,97,NA,0,37.157,0.515,0.242990654,0,1,0.6288,2,1,82.24822998,1,36507,1,43890,10.68944178,18918,9.847921987,18790,9.841133311,0,0,13017.5,9.474126702,5750,8.657129032,0.889253586,49356,10.80681462,F
2643,"HOYT, SAM",Democrat,state:lower,NY,449711,2008-06-19,Individual,CT,FALSE,cand85316,2008,NY2008,NY703,NY-144,-0.390587309,1,20.88120898,29.11879102,29.1,NA,0,42.646,0.515,0.242990654,0,1,0.6288,2,1,75.98906708,0,131390,0,449711,13.01636043,174975,12.0724041,217820,12.2914289,600,6.398594935,144364.61,11.88010432,35660.53,10.4818278,0.787918873,570758,13.25472058,M
2644,"JACOBS, RHODA S",Democrat,state:lower,NY,30775,1998-06-13,Individual,MD,FALSE,cand85317,1998,NY1998,NY704,NY-42,-0.443437976,0,-46.17204293,96.17204293,96.2,NA,0,12.024,0.515,0.229166667,1,1,0.5947,2,1,NA,NA,NA,1,30775,10.33445795,4100,8.318986125,23150,10.04979326,0,0,2800,7.937731775,1300,7.170888479,1,30775,10.33445795,F
2645,"JOHN, SUSAN V",Democrat,state:lower,NY,412578,2002-02-04,Party Committee,OK,TRUE,cand85318,2002,NY2002,NY705,NY-131,-0.395210797,0,-1.315151215,51.31515121,51.3,0,0,30.833,0.515,0.225941423,1,1,0.6022,2,1,59.11245728,1,22587,1,412578,12.93018056,26340,10.17888194,255788,12.45210816,110400,11.61187447,20215,9.914229649,8125,9.002824077,0.552258545,747074,13.52391952,F
2646,"JOHN, SUSAN V",Democrat,state:lower,NY,489433,2004-01-09,Individual,HI,TRUE,cand85318,2004,NY2004,NY705,NY-131,-0.395210797,0,-2.138679504,52.1386795,52.1,0,0,44.794,0.515,0.21888412,1,1,0.5836,2,1,51.31515121,1,420555,1,489433,13.10100286,46955,10.75696627,326432,12.69598,95821,11.47024758,41350,10.62985188,8805,9.083188586,0.796910592,614163,13.32801564,F
2647,"JOHN, SUSAN",Democrat,state:lower,NY,205240,2006-08-26,Individual,GA,FALSE,cand85318,2006,NY2006,NY705,NY-131,-0.395210797,0,-8.409320831,58.40932083,58.4,NA,0,30.817,0.515,0.267281106,1,1,0.5836,2,1,52.1386795,1,747074,1,205240,12.23193531,14715,9.596690616,185550,12.13108506,3800,8.243019469,10405,9.2501378420000009,4310,8.368925175,0.981934397,209016,12.25016608,F
2648,"KIRWAN, THOMAS J",Republican,state:lower,NY,31910,2006-01-28,Party Committee,IA,FALSE,cand85319,2006,NY2006,NY707,NY-100,0.274564266,1,5.73122406,44.26877594,44.3,NA,1,27.324,0.515,0.267281106,1,1,0.5836,2,0,0,0,42340,0,31910,10.37067472,9100,9.116139577,18090,9.803169856,785,6.666956792,7125,8.871505346,1975,7.588829878,0.820836013,38875,10.56810665,M
2649,"MILLER, JOEL",Republican,state:lower,NY,145223,2006-02-28,Individual,MA,FALSE,cand85326,2006,NY2006,NY716,NY-102,-0.008917445,1,40.40616249,9.593837513,9.6,NA,1,36.388,0.515,0.267281106,1,1,0.5836,3,1,0,0,102320,0,145223,11.88602577,72913,11.19703594,43730,10.68581251,6325,8.752423404,66122.5,11.09927948,7570,8.932080438,0.243414844,596607,13.29901388,M
2650,"PHEFFER, AUDREY",Democrat,state:lower,NY,55611,2006-10-25,PAC,VT,FALSE,cand85332,2006,NY2006,NY725,NY-23,-0.282373964,0,-26.89405969,76.89405969,76.9,NA,0,18.822,0.515,0.267281106,1,1,0.5836,2,1,100,1,86796,1,55611,10.9261363,1600,7.378383713,53525,10.8879228,0,0,1050,6.957497371,550,6.311734809,0.571635624,97284,11.48538981,F
2651,"PHEFFER, AUDREY I",Democrat,state:lower,NY,128041,2008-01-04,Individual,UT,TRUE,cand85332,2008,NY2008,NY725,NY-23,-0.282373964,0,-17.73680115,67.73680115,67.7,NA,0,33.298,0.515,0.242990654,0,1,0.6288,2,1,76.89405823,1,132194,1,128041,11.7601058,22169,10.0064953,105356,11.56510986,0,0,16236,9.695047868,5933,8.688453801,0.927087632,138111,11.83581299,F
2652,"ROBACH, JOSEPH",Republican,state:upper,NY,1043378,2006-01-07,Party Committee,HI,FALSE,cand85335,2006,NY2006,NY730,NY-56,0.084124988,1,15.60088348,34.39911652,34.4,NA,1,76.845,0.515,0.183673469,1,0,0.5836,2,1,36.571205139999996,0,454276,0,1043378,13.85797408,96850,11.48092899,471899,13.06452238,427600,12.9659458,77835,11.26235933,18775,9.840334738,0.530213238,1967846,14.4924501,M
2653,"SPANO, MIKE",Republican,state:lower,NY,136519,2006-01-25,Individual,TX,FALSE,cand85339,2006,NY2006,NY734,NY-93,-0.059297888,1,2.061977386,47.93802261,47.9,1,1,33.56,0.515,0.267281106,1,1,0.5836,2,1,46.995121,0,78207,0,136519,11.82421908,19248,9.86521439,108464,11.59418282,1000,6.908754779,16736.99,9.725436265,4374.38,8.383748652,1,136519,11.82421908,M
2654,"WEPRIN, MARK",Democrat,state:lower,NY,149250,2002-04-07,Individual,FL,TRUE,cand85345,2002,NY2002,NY743,NY-24,-0.38897934,1,24.64846039,25.35153961,25.4,NA,0,24.606,0.515,0.225941423,1,1,0.6022,2,1,75.40921783,0,55321,0,149250,11.91337803,35888,10.48818612,108100,11.59082125,0,0,26603,10.18881686,8885,9.092232283,1,149250,11.91337803,M
2655,"WRIGHT, KEITH L T",Democrat,state:lower,NY,91946,2002-06-22,Individual,NY,FALSE,cand85346,2002,NY2002,NY745,NY-70,-0.516697097,1,43.66395926,6.336040739,6.3,NA,0,17.361,0.515,0.225941423,1,1,0.6022,2,1,100,0,42935,0,91946,11.42895673,25875,10.16107118,64071,11.06776273,0,0,19810,9.893992618,5315,8.57847642,0.985794084,93271,11.44326451,M
2656,"ERRIGO, JOE",Republican,state:lower,NY,82659,2002-12-07,Individual,SC,TRUE,cand85351,2002,NY2002,NY7645,NY-130,0.472581948,1,14.85544291,35.14455709,35.1,NA,1,42.552,0.515,0.225941423,1,1,0.6022,2,1,0,0,15492,0,82659,11.32247899,26717,10.19309277,49860,10.81699441,13649,9.521494801,6085,8.71374633,5632,8.636397439,0.919414042,89904,11.40649771,M
2657,"ERRIGO, JOE",Republican,state:lower,NY,83240,2004-12-07,Individual,MS,FALSE,cand85351,2004,NY2004,NY7645,NY-130,0.472581948,1,9.465400696,40.534599300000004,40.5,NA,1,56.865,0.515,0.21888412,1,1,0.5836,2,1,33.1664772,1,562823,0,83240,11.32948328,21676,9.98400707,49132,10.80228619,8910,9.095041748,16690.64,9.722663274,3640,8.200013648,0.718509119,115851,11.66006016,M
2658,"PAULIN, AMY R",Democrat,state:lower,NY,123477,2002-03-08,Individual,ME,FALSE,cand85352,2002,NY2002,NY7647,NY-88,-0.775047952,0,-8.665733337,58.66573334,58.7,NA,0,34.221,0.515,0.225941423,1,1,0.6022,2,1,59.95713425,1,316216,1,123477,11.72381018,76369,11.24334523,21146,9.95925333,500,6.216606101,41252.43,10.62748954,49563,10.81102004,1,123477,11.72381018,F
2659,"PAULIN, AMY",Democrat,state:lower,NY,202953,2006-05-17,Individual,FL,FALSE,cand85352,2006,NY2006,NY7647,NY-88,-0.775047952,0,-22.42176543,72.42176543,72.4,NA,0,34.607,0.515,0.267281106,1,1,0.5836,2,1,100,1,123477,1,202953,12.2207297,169209,12.03889583,80324,11.29383618,300,5.707110265,87334,11.37750658,81735,11.31124982,0.972621318,208666,12.24849017,F
2660,"PAULIN, AMY R",Democrat,state:lower,NY,236288,2008-02-10,Self-Funded,NE,FALSE,cand85352,2008,NY2008,NY7647,NY-88,-0.775047952,0,-19.18792226,69.18792226,69.2,NA,0,50.808,0.515,0.242990654,0,1,0.6288,2,1,72.42176819,1,342181,1,236288,12.37280668,132980,11.79796154,87625,11.38083304,2300,7.74109909,70779,11.16733175,65950.55,11.09667566,0.810515628,291528,12.58289134,F
2661,"KRUEGER, LIZ",Democrat,state:upper,NY,280758,2002-02-26,Individual,KY,TRUE,cand85354,2002,NY2002,NY7649,NY-26,-0.924933753,0,-9.261054993,59.26105499,59.3,NA,0,78.301,0.515,0.183908046,1,0,0.6022,2,1,49.92142105,1,1265520,1,280758,12.54524837,237225,12.37676855,36550,10.50646382,0,0,154085,11.94526617,83540,11.33309281,0.993207819,282678,12.55206372,F
2662,"KRUEGER, LIZ",Democrat,state:upper,NY,369936,2004-11-07,Individual,SD,TRUE,cand85354,2004,NY2004,NY7649,NY-26,-0.924933753,0,-24.95339346,74.95339346,75,NA,0,128.736,0.515,0.156862745,1,0,0.5836,2,1,59.26105499,1,4862547,1,369936,12.8210853,294675,12.59363173,34184,10.43954223,0,0,123384.98,11.72307277,191440,12.16233495,0.804961159,459570,13.03804655,F
2663,"KRUEGER, LIZ",Democrat,state:upper,NY,380310,2006-11-18,Individual,FL,FALSE,cand85354,2006,NY2006,NY7649,NY-26,-0.924933753,0,-29.82002258,79.82002258,79.8,NA,0,80.788,0.515,0.183673469,1,0,0.5836,2,1,74.95339203,1,282678,1,380310,12.84874199,304465,12.6263147,69825,11.15376171,0,0,161575,11.9927309,142640,11.86808626,0.855017334,444798,13.00537553,F
2664,"KRUEGER, LIZ",Democrat,state:upper,NY,576143,2008-08-18,Individual,LA,FALSE,cand85354,2008,NY2008,NY7649,NY-26,-0.924933753,0,-25.02037668,75.02037668,75,NA,0,122.692,0.515,0.133928571,0,0,0.6288,2,1,79.82002258,1,459570,1,576143,13.26411117,372511,12.82802453,187500,12.14153946,250,5.525452939,246841.01,12.41650378,116570,11.66625581,0.848861982,678724,13.42796984,F
2665,"EDDINGTON, PATRICIA A",Democrat,state:lower,NY,85166,2004-12-06,Individual,ID,TRUE,cand85357,2004,NY2004,NY7652,NY-3,-0.479663082,0,-13.67796707,63.67796707,63.7,NA,0,46.107,0.515,0.21888412,1,1,0.5836,2,1,51.97529602,1,257019,1,85166,11.35235757,10000,9.210440367,70443,11.16257335,0,0,5475,8.608130186,4525,8.417593826,0.542051197,157118,11.96475239,F
2666,"EDDINGTON, PATRICIA A",Democrat,state:lower,NY,97050,2006-01-11,Individual,HI,TRUE,cand85357,2006,NY2006,NY7652,NY-3,-0.479663082,0,-9.014743805,59.0147438,59,NA,0,26.856,0.515,0.267281106,1,1,0.5836,2,1,63.67796707,1,122590,1,97050,11.48298159,8206,9.012742728,82344,11.31867302,1000,6.908754779,4250,8.354909528,3956,8.283241441,0.730275782,132895,11.79731462,F
2667,"DILAN, MARTIN M",Democrat,state:upper,NY,101743,2002-09-05,PAC,CA,TRUE,cand85359,2002,NY2002,NY7656,NY-17,-0.444733251,1,19.0109495,30.9890505,31,NA,0,28.765,0.515,0.183908046,1,0,0.6022,2,1,98.94119263,1,36775,1,101743,11.5302053,25165,10.13324916,58603,10.97855823,0,0,20565,9.931394506,4275,8.360773272,0.956743744,106343,11.574425,M
2668,"AUBERTINE, DARREL J",Democrat,state:lower,NY,141428,2002-04-09,Individual,PA,FALSE,cand85362,2002,NY2002,NY7660,NY-118,-0.466858001,1,2.022124651,47.97787535,48,1,0,34.694,0.515,0.225941423,1,1,0.6022,3,1,100,0,439988,0,141428,11.85954603,16847,9.731987234,63542,11.05947212,34850,10.45883711,12132.2,9.403700776,4514.52,8.415275631,0.573453624,246625,12.41562424,M
2669,"MCKEVITT, THOMAS",Republican,state:lower,NY,47827,2006-06-08,Individual,NV,TRUE,cand85366,2006,NY2006,NY7974,NY-17,0.182830511,1,3.400615692,46.59938431,46.6,NA,1,35.67,0.515,0.267281106,1,1,0.5836,2,1,0,1,53336,0,47827,10.77534561,19591,9.882876599,20000,9.903537551,1325,7.189922171,14481,9.580661778,5070,8.531293316,0.727495361,65742,11.09349327,M
2670,"GIGLIO, JOSEPH",Republican,state:lower,NY,28133,2006-09-04,PAC,ME,FALSE,cand85370,2006,NY2006,NY8104,NY-149,0.368569059,1,10.24668884,39.75331116,39.8,NA,1,33.889,0.515,0.267281106,1,1,0.5836,2,1,25.18429947,1,138053,0,28133,10.24469854,8505,9.048527076,10475,9.256842206,2850,7.955425089,5355,8.585972707,3150,8.055475142,1,28133,10.24469854,M
2671,"KAVANAGH, BRIAN P",Democrat,state:lower,NY,82588,2006-10-20,Individual,MT,FALSE,cand85375,2006,NY2006,NY8595,NY-74,-0.770704588,1,35.01748952,14.98251048,15,NA,0,29.306,0.515,0.267281106,1,1,0.5836,3,1,84.66638947,0,87067,1,82588,11.32161967,100945,11.522341,8690,9.070043286,0,0,41820,10.64115388,31850,10.36882406,1,82588,11.32161967,M
2672,"YOUNG, ELLEN",Democrat,state:lower,NY,225750,2006-02-16,Party Committee,AZ,TRUE,cand85379,2006,NY2006,NY8916,NY-22,-0.818070859,0,-28.86850438,78.86850438,78.9,NA,0,10.411,0.515,0.267281106,1,1,0.5836,2,0,69.14615631,1,575824,0,225750,12.32718347,101500,11.52782393,114050,11.644401,0,0,63850,11.06430752,26750,10.19432713,0.329560119,685004,13.43717996,F
2673,"MOLINARO, MARC J",Republican,state:lower,NY,176912,2006-08-16,PAC,RI,FALSE,cand85380,2006,NY2006,NY8923,NY-103,0.312865244,1,5.725326538,44.27467346,44.3,NA,1,39.596,0.515,0.267281106,1,1,0.5836,2,1,0,0,125697,0,176912,12.08340771,72109,11.18594801,72777,11.19516899,1823,7.508787171,65961.1,11.09683561,21652.5,9.982922383,0.839818661,210655,12.257977,M
