"state","county","precinct_id","year","reg_voters","turnout","dem_votes","rep_votes","median_income","pct_bachelor","race_black","race_hispanic"
"PA","r","P42156",2016,808,629,296,260,60516,43.8,0.9,13.7
"KY","r","P20068",2016,832,596,284,280,57169,24.3,52.9,11.3
"PA","u","P06101",2016,850,566,302,318,49983,42,30.6,77.3
"MO","f","P15941",2020,822,596,297,279,58471,29.5,46,76
"MS","l","P40706",2020,881,610,300,293,53055,23,32.3,39.4
"MD","v","P16496",2016,882,599,311,284,59370,15.8,13.2,58.6
"MI","u","P22352",2020,806,565,305,262,51595,79.6,62.2,40.6
"ID","m","P13270",2012,906,639,298,256,66075,32.6,53.1,56.4
"DE","s","P13504",2012,837,563,290,249,51482,15.9,22.8,23.8
"MI","w","P11508",2024,822,599,299,316,49682,21.8,62,77.7
"HI","d","P24984",2012,858,625,271,276,52985,46.4,67.3,64.1
"IN","i","P42910",2016,849,591,317,269,79872,19.6,21.5,54.9
"NV","o","P08104",2016,812,619,306,278,58602,48.5,35.1,5.6
"NJ","y","P46238",2020,862,594,298,258,53656,68.9,29.4,26.3
"VT","v","P27816",2020,829,538,282,294,67059,16.8,61.7,46.3
"FL","o","P02111",2024,875,608,286,257,41992,51.9,61,64.7
"RI","g","P42120",2020,867,577,308,282,60080,67.5,56.5,58.9
"RI","i","P42203",2024,862,605,278,252,60306,55.6,13.4,33.9
"LA","z","P27289",2016,874,589,281,287,55399,21.2,32.9,60.1
"WV","e","P02871",2020,867,567,268,282,58949,16,5,32.7
"NJ","v","P00064",2020,855,608,294,271,59170,17.9,57.2,6.6
"FL","f","P42088",2016,878,634,273,273,49952,17.3,58,79.4
"MD","c","P05819",2020,834,598,294,261,67605,44.1,21.3,73.7
"MO","q","P03218",2012,852,622,285,302,37899,19.9,26.1,60.8
"IA","x","P32894",2024,858,619,321,303,47049,48.3,21.6,11.6
"DE","p","P34104",2016,888,645,305,284,58265,34.4,42.1,19.7
"ID","a","P25842",2020,849,582,316,274,51430,75.3,2,38.2
"OR","h","P48993",2016,808,587,315,277,51600,33.4,27.4,17.4
"UT","m","P07062",2024,844,563,295,259,62361,27.1,3.6,45.5
"SD","o","P33840",2024,854,609,296,321,59065,29.6,8.6,12.8
"OK","m","P28891",2016,869,583,311,282,67521,29.8,57.5,33.1
"CO","t","P36226",2016,838,586,290,287,51902,62.3,60.5,63.7
"MN","p","P12320",2012,838,623,293,259,53140,51.3,44.1,1.4
"TX","g","P32667",2020,853,605,302,285,40709,57.5,39.1,57
"KS","k","P06596",2016,885,612,335,288,47771,30.4,19,66.4
"WV","a","P03064",2020,876,577,295,289,45369,19.1,24.6,8.5
"OR","w","P14661",2024,869,630,331,246,59939,62.1,5.3,35.8
"RI","q","P32004",2016,853,609,305,269,45653,56.9,3.6,24.8
"MO","i","P38033",2020,817,624,277,270,63064,67.9,34.5,51.2
"GA","r","P31921",2016,831,596,296,299,41373,47.9,25.5,59.9
"OR","m","P35008",2024,836,599,276,245,44345,31.4,49.5,51.9
"NY","h","P04046",2020,861,643,293,300,60088,53.2,35.8,67.7
"VT","q","P07865",2016,873,577,298,278,60853,25.7,19.8,12.7
"LA","v","P04931",2016,894,597,320,284,59823,61.7,69.5,62.3
"GA","r","P27749",2016,872,571,293,294,51914,42.1,66.3,18.5
"ME","m","P44387",2024,860,625,293,298,64684,45.7,18.1,56.5
"MN","a","P21932",2016,910,578,300,305,50931,70.6,12,17
"MN","m","P23824",2024,887,579,285,288,63783,10.6,15.8,48.3
"CT","m","P18342",2012,840,635,314,278,55804,44.2,28.9,72.7
"SC","f","P27687",2020,861,585,325,273,70760,78.9,67.9,6.9
"WA","v","P49983",2020,872,606,290,282,59834,31.8,40.1,50.9
"MS","r","P37384",2024,877,627,322,276,41858,49,34.2,22.7
"RI","j","P14019",2024,876,578,313,243,40181,34.4,38.1,63.2
"IN","f","P28774",2020,899,628,324,308,52454,29.4,17.5,3
"IN","d","P28647",2020,839,609,342,281,56883,13.6,62.7,70.7
"KY","z","P39598",2016,874,586,305,286,56295,51.8,53.1,54.3
"VA","k","P32807",2020,847,607,304,290,57168,72.7,47.2,9.7
"MI","m","P13930",2020,824,573,305,302,60946,22.2,60.6,7
"MT","n","P31307",2020,858,597,291,277,64666,38.5,53.5,11.8
"OR","a","P26454",2020,849,613,322,292,36036,55.8,62.1,55.9
"VT","s","P39855",2024,882,580,292,263,45790,49.7,17.4,43.9
"KS","i","P06989",2024,816,566,315,299,56128,27.5,23.6,20.2
"KS","u","P34623",2020,866,572,304,307,52289,13.3,12.9,69.1
"TN","x","P11517",2024,903,551,317,283,57557,79.2,31.5,24.2
"OR","t","P23343",2024,863,614,320,246,59145,33.3,20.2,56.3
"SD","c","P17154",2016,829,563,298,261,56198,68.9,29.8,9.6
"PA","b","P27833",2024,864,638,297,271,65204,29.1,5.5,28.1
"VT","l","P03431",2024,836,613,308,303,56166,69.5,63.3,41.6
"TX","r","P16192",2012,824,616,331,311,57804,58.4,18.5,3.6
"OK","n","P11935",2024,857,608,265,296,49854,14.6,9.1,47.7
"MI","q","P05477",2024,823,588,300,307,38534,50.5,51.2,74.3
"NJ","t","P48506",2024,897,577,355,287,52051,60.3,8.8,1.7
"VT","l","P49164",2016,865,642,292,263,60068,12.9,56,13.5
"ND","g","P14692",2016,893,614,286,290,62839,24.6,24.5,11.2
"AL","x","P41223",2024,866,617,300,259,61125,58.7,50.9,49.8
"LA","e","P05649",2016,858,591,295,279,45323,71.4,47.6,23
"CT","v","P15103",2020,846,590,297,295,54373,56.2,66.9,62.7
"NH","x","P08981",2024,868,658,327,281,64672,61,7.5,0.4
"NE","h","P01604",2016,809,617,308,317,53149,14,41.2,70.7
"AR","q","P27721",2012,859,606,274,258,49760,68.8,46.2,50.7
"SD","o","P46483",2024,817,609,297,274,62955,43.4,24.1,14.3
"MT","f","P05678",2024,861,569,310,263,47920,62.2,66.3,36.5
"AR","a","P10192",2012,797,567,309,279,57844,20.5,58.6,68.2
"TN","x","P49237",2020,887,563,289,270,52012,46.5,65.8,7
"SC","p","P18912",2024,850,603,320,298,49497,41.8,22.1,76.5
"SD","b","P12289",2024,842,667,298,262,43481,44,7.7,15.7
"DE","j","P33455",2016,806,559,308,286,57348,15.5,40,60.4
"NY","t","P23713",2012,832,618,294,282,54029,25.8,50.6,72.3
"AL","j","P28448",2016,836,590,239,314,64439,13.4,53.8,69.5
"MD","h","P05046",2020,842,599,300,286,68658,63.6,44,19.2
"LA","f","P39864",2012,880,623,334,266,49658,41.4,39.8,17.2
"ND","v","P14058",2012,858,662,302,309,59414,54,45.7,70.2
"NE","w","P32178",2016,851,614,307,275,57929,69,58.4,22.2
"MN","d","P46631",2016,806,651,301,301,66993,41.5,33.2,41.7
"CA","h","P18761",2020,856,668,294,285,45026,30.8,8.9,19.7
"NE","k","P46108",2016,841,606,273,273,61471,18.7,2.7,43.6
"MS","s","P17826",2012,845,616,269,296,43848,32.5,4.5,18.2
"UT","q","P44738",2012,811,602,302,274,55446,26.2,69.4,14
"VA","z","P24135",2012,842,640,313,313,68816,38.5,23.8,49.5
"IL","q","P33677",2024,924,536,282,289,59326,45.2,51.4,32.4
"UT","k","P01424",2024,876,600,326,288,55413,38.1,14.6,14.5
"AK","u","P44122",2020,864,569,325,297,42516,12.5,34.9,55.9
"MT","y","P01539",2024,854,590,280,273,54861,26.3,62.8,29.2
"FL","k","P33192",2016,825,605,301,287,44193,38.1,12.7,56.6
"WV","l","P20388",2016,850,637,319,275,60425,78,51.7,64
"WA","o","P37539",2016,904,600,331,275,53713,52.7,10.2,57.9
"OR","w","P36031",2020,860,600,286,303,57464,44.3,64.1,18.6
"AK","p","P19290",2024,845,607,312,286,61078,49.3,27.8,64.7
"AZ","r","P47079",2016,856,608,287,262,65903,58.8,37.9,15.7
"DE","x","P14914",2016,862,633,314,289,55787,39.6,14.3,38.4
"TX","g","P34570",2016,815,599,296,243,55525,51.6,52.8,42.2
"TN","y","P44923",2024,852,588,281,274,50451,35,39.3,0.9
"LA","u","P44681",2020,852,570,311,279,61393,72.2,55.3,22.8
"NY","d","P31313",2012,828,591,328,271,52012,10.9,17.2,77.2
"NY","i","P28808",2012,874,574,284,278,48080,42.1,69.3,66.5
"UT","p","P49370",2016,858,609,290,290,61932,67,47.2,13.6
"PA","x","P12768",2024,870,589,315,288,50411,30,50.9,53.3
"FL","d","P02338",2020,810,570,305,284,63201,42.6,45.1,62.1
"ND","g","P41502",2020,882,638,296,270,45278,63.5,20.1,23
"NY","m","P01220",2024,879,587,288,276,49334,20.2,69.1,71.6
"NY","w","P39855",2012,870,551,295,276,55104,78.5,41.7,32.4
"ID","c","P45625",2020,851,616,277,267,41724,69.6,27.5,28.8
"SD","d","P11843",2024,858,591,275,292,40007,49.6,37.8,50.1
"OR","o","P08537",2020,858,627,279,290,64464,30.7,14.5,47
"DE","h","P02538",2020,875,612,295,253,55205,25.5,51.4,26.2
"KS","h","P38017",2016,895,609,273,296,61259,11.3,45.8,11.4
"AZ","b","P41316",2016,811,611,297,287,68851,14.5,46.1,10
"MA","i","P38785",2024,863,599,282,278,41805,76.6,41.7,77.2
"NV","o","P28470",2012,843,620,304,276,54499,74.4,26.1,38.1
"KS","s","P07947",2012,847,628,341,269,64603,79.5,59.9,73.5
"KY","v","P02289",2016,827,576,312,296,49858,48.4,47.3,55
"RI","u","P38371",2024,898,572,309,270,38188,70,35.5,36.5
"SC","j","P05930",2012,905,579,325,268,50560,23.3,66.7,16.7
"GA","v","P39497",2016,822,612,306,304,57243,43.1,3.1,13.3
"LA","w","P10758",2016,879,615,296,285,55465,53,50.8,59.3
"SD","a","P32018",2020,872,570,323,261,54210,58.4,11.8,59.9
"TN","n","P10249",2024,879,620,314,302,63561,53.7,70,21.2
"TX","j","P45685",2016,869,552,310,292,63823,15.1,21.6,72.7
"OH","e","P37548",2024,810,610,306,287,64958,40.3,1.6,47.4
"OH","x","P42599",2016,907,590,267,279,57250,23.9,62.2,20.5
"WA","j","P00071",2016,811,593,283,267,34275,70.1,64.6,19.6
"KS","z","P32571",2024,837,637,308,284,64196,12.1,67.8,52.1
"HI","n","P43140",2020,857,607,297,271,45699,63.2,61.8,4.9
"NH","y","P10944",2016,841,579,308,272,53142,57.4,56.5,71.6
"ND","v","P35139",2020,795,632,275,284,40051,20.9,42.8,14.9
"IN","i","P49072",2024,859,579,318,276,58533,15.3,38.1,17.3
"AK","k","P04026",2012,892,651,317,308,55663,21.3,11.7,22.5
"LA","b","P04360",2020,889,651,348,276,59444,30,56.7,72.3
"NJ","v","P13351",2020,821,618,322,312,52252,59.2,58.6,46.9
"IN","b","P38311",2020,821,632,314,271,49510,22.9,0.7,31.8
"MO","e","P02440",2012,826,574,290,295,50281,33.4,34.2,72.9
"FL","a","P46549",2012,881,615,313,274,43007,74.6,24.6,79.8
"NC","c","P31017",2024,850,612,277,267,52699,64.8,24,46.4
"CO","f","P32658",2016,876,576,299,286,59462,62.1,69.1,4.3
"TX","f","P20068",2012,815,553,294,274,57853,54.3,15.1,67.1
"ID","i","P31304",2016,877,592,285,283,55110,31.9,39.8,7.5
"MA","o","P29537",2012,856,586,320,261,48839,65.2,36.9,5.2
"DE","n","P22987",2016,822,623,303,299,52895,79.7,49.3,66.5
"VT","q","P08650",2012,857,573,298,285,67082,57.1,48.2,74.5
"OK","d","P08886",2020,831,655,339,285,52873,73,8.2,67.4
"MI","z","P20582",2020,801,605,274,295,64158,39.7,6.9,25.8
"HI","t","P20845",2012,847,563,344,279,54423,35.4,55.3,15.4
"ID","d","P32314",2020,817,598,292,264,59430,50.3,41.5,53.8
"OK","g","P46847",2012,871,615,277,296,69355,70.7,64.3,33.9
"ID","m","P07288",2012,858,578,288,284,67740,56.9,18.1,30
"OH","i","P45763",2024,945,603,313,258,53875,37.9,26.6,13.2
"ID","l","P02444",2012,840,628,301,286,53909,33.4,51.3,10.1
"ID","z","P00798",2024,830,589,290,264,65414,13.8,69.6,49.1
"FL","d","P22168",2020,883,586,289,266,60471,15.1,11.2,41.9
"GA","l","P29475",2012,811,629,283,256,69356,70.5,0.4,24.8
"OK","v","P23399",2016,832,617,307,291,56682,53.5,6.4,48.6
"IN","y","P04760",2012,830,581,308,241,50306,13,10.1,33.6
"DE","e","P44822",2016,834,610,259,287,46778,40.1,3,28.3
"AZ","m","P03690",2016,908,593,303,265,55536,33.8,67.8,14.9
"OH","l","P13833",2016,875,619,307,282,46320,75.7,50.1,2.6
"NC","f","P37707",2024,894,584,303,300,54101,72.6,43.4,40.4
"MN","n","P24869",2024,865,621,320,266,46445,51.6,3.2,61.9
"CO","d","P29894",2012,822,568,272,275,48826,39.8,22.6,46.4
"ND","c","P47992",2012,759,620,275,289,67278,74.6,37.6,25.1
"VT","v","P34302",2012,840,625,307,286,48114,41.2,21,27.5
"CT","o","P03384",2020,867,612,317,267,49313,32,4,60.3
"SC","m","P28815",2024,886,592,293,289,62727,25.9,56.3,40.6
"PA","h","P11350",2020,798,591,284,313,62109,44.3,53.1,63.1
"GA","z","P46507",2020,895,628,320,318,63022,30.8,32.8,23.6
"TN","q","P08456",2012,860,654,290,271,54165,64.1,57.3,61.7
"FL","u","P05022",2020,859,615,286,281,60285,70,69.4,20.6
"MA","u","P17697",2012,785,598,297,292,46281,23.5,30.8,71.8
"WA","u","P15900",2016,885,603,305,254,57239,15.6,31.1,75.7
"WV","m","P05220",2012,843,616,291,258,51528,59.8,50.8,51.4
"MT","o","P30323",2020,808,614,295,301,50645,56.4,66.3,15.2
"GA","h","P08847",2016,792,611,294,299,51498,39.6,32.1,49.2
"TX","w","P42607",2024,863,584,316,279,46324,63.1,3.2,39
"OH","h","P23886",2020,832,521,323,285,57927,75.8,38.2,8.2
"NH","y","P38619",2012,852,602,317,304,50658,71.4,59,12.1
"OR","b","P17733",2012,830,595,281,265,61912,29.5,3,13.5
"KY","z","P48796",2024,855,634,334,290,59857,79.4,62,68.1
"TX","d","P46148",2012,823,592,316,269,66410,22.1,48.8,10.9
"CT","r","P36612",2012,824,579,318,246,70079,49.3,23,13.5
"IL","z","P36413",2020,883,569,304,284,51267,75.5,3.6,36.8
"OK","w","P07477",2020,829,593,283,276,53381,30.7,15.5,12.9
"SD","e","P31503",2020,849,628,274,290,63079,26.6,57.4,66.8
"VA","u","P05936",2020,864,619,321,321,51981,26.3,45.7,40
"SC","k","P20365",2024,810,570,302,283,48805,12,46,68.3
"NV","a","P01718",2024,876,607,312,282,70307,25,34.4,30.4
"DE","n","P37072",2012,810,608,291,308,62715,59.2,22.7,72.9
"KY","y","P24129",2024,873,598,294,275,50845,17.4,4.5,1.7
"UT","j","P35453",2024,839,605,290,321,48466,56.7,41.1,46.7
"KS","a","P04780",2012,856,583,284,270,50163,62,5,43.5
"ID","w","P24833",2012,846,571,287,273,30940,44,10.6,14.1
"VT","r","P00261",2012,790,617,279,282,44161,38.5,24.8,58.6
"VT","l","P06692",2016,832,610,317,277,44943,52.5,0.9,14.9
"UT","j","P00272",2024,855,598,286,312,40949,52.7,16.3,47.1
"MT","v","P23934",2020,810,641,317,285,56671,55.5,59.8,13.3
"OK","d","P10235",2024,862,550,314,249,65181,20.3,53.2,41.9
"NY","q","P09372",2012,853,608,273,267,60558,53.8,11.2,32.2
"ND","p","P18034",2012,826,606,290,274,49629,58.1,25.7,34.1
"RI","d","P05010",2020,896,623,314,278,54485,57.6,31,46.9
"WA","f","P13047",2020,839,628,317,277,40845,64.5,34.9,5.1
"ME","i","P14000",2012,865,594,279,287,46941,48.3,25.3,16
"VT","g","P34168",2012,848,560,262,272,55085,52,12,55.4
"HI","x","P21215",2024,816,640,309,265,62247,61.1,60.6,20
"CT","o","P30885",2016,880,556,306,279,57714,33,27,20.2
"MO","t","P23979",2024,853,619,307,309,50620,16.1,37.9,28.3
"AZ","g","P09087",2016,831,599,294,281,46817,74.6,65.4,36.6
"TN","l","P36998",2012,851,562,285,297,59406,44.3,8.8,24.3
"DE","e","P22416",2016,828,599,324,280,62139,16.8,34.7,15.7
"IL","f","P41771",2020,861,621,317,288,55711,23.3,41.1,63.4
"AK","v","P25586",2016,865,616,294,252,60071,47.8,56.3,9.1
"CO","k","P21474",2020,819,576,319,277,71923,66.4,48.8,32.2
"MS","z","P09607",2016,835,609,300,275,48173,23.9,31.5,73.3
"VA","c","P14967",2020,851,589,332,289,61484,74.1,9.4,69.6
"IL","e","P38798",2012,801,583,301,282,50951,34.8,46.9,47.6
"IA","d","P34082",2024,843,615,304,280,47924,30.5,27.6,54.6
"CA","q","P37502",2016,836,588,282,278,61929,13,45.7,2.6
"OH","r","P21881",2024,882,616,311,264,64739,17.6,8.7,19.8
"NH","v","P11927",2020,867,585,295,283,51108,43.1,69.5,56.4
"IN","t","P25604",2020,863,591,279,270,68187,28.1,66.8,64.1
"MI","b","P33865",2020,865,614,294,316,51810,25.3,41.9,1.5
"MI","j","P03752",2016,877,596,299,251,51599,56.9,47.3,49
"TN","o","P24337",2012,885,600,292,271,36116,69.8,62.9,71.5
"IL","q","P33730",2012,858,603,305,249,50854,23.3,6.3,12.4
"MN","j","P40828",2012,842,593,327,274,70423,65.9,0.4,13.7
"MO","m","P44589",2024,889,610,323,298,51673,63.7,19.5,63.4
"NE","c","P03064",2012,854,588,313,288,38077,35.8,45.3,28.1
"WA","l","P01933",2012,813,616,305,268,56131,57.1,53.1,43.7
"MD","v","P25317",2024,874,578,303,310,44562,53.3,34.1,52.6
"ID","u","P38206",2016,865,603,303,284,58740,14.7,60.5,53
"FL","q","P18410",2016,868,606,279,303,46225,20.9,35.8,4.3
"NJ","a","P08768",2012,899,584,303,267,62769,52.7,2.7,29.9
"OH","j","P29139",2020,830,584,296,293,60475,16.7,61.8,16.3
"VT","t","P43223",2012,909,618,283,288,50615,39.7,44.3,54.9
"NY","u","P00805",2012,853,585,310,278,41097,27.8,12.5,71.7
"NC","p","P38165",2024,873,616,281,285,48888,68.3,26.4,36.7
"AL","p","P25457",2012,865,613,294,311,51403,41.7,3,30.7
"DE","q","P47295",2016,828,586,316,264,53052,12.6,4.2,10.3
"CT","n","P16217",2012,788,594,300,284,55040,23.9,29.7,33.3
"TX","a","P09649",2012,826,598,277,282,48015,56.2,68.5,8.8
"KS","h","P33310",2020,851,615,281,290,63255,58.3,2.4,13.1
"NY","l","P34465",2024,845,583,263,291,57055,21.8,4.2,79.1
"SC","p","P00346",2016,838,622,280,242,57056,26.2,51.9,28
"UT","u","P07132",2012,866,607,295,287,59033,29.3,24.6,49
"HI","c","P22358",2020,829,602,295,275,51817,79.5,44.2,33.4
"KY","p","P02622",2012,858,559,308,289,60978,41.7,29.5,24.7
"VT","q","P06527",2012,867,620,308,276,63866,31,51.6,67.9
"ID","b","P17524",2016,812,595,320,300,44388,59.3,10,39.4
"SD","d","P41087",2012,832,610,261,249,46620,42,53.3,25.9
"OK","b","P26189",2024,810,621,349,256,56215,50.6,30.8,78.5
"SC","n","P13064",2012,803,536,295,301,61933,73.1,65.1,12.9
"PA","d","P29831",2016,856,604,320,318,63543,30.2,66.7,43.3
"MA","z","P02709",2020,848,628,272,290,50454,58.4,66.5,60.8
"IA","o","P38715",2020,881,615,288,273,45978,73.7,22.8,17.8
"CT","p","P04625",2020,881,589,286,272,55872,71.5,4.1,34.8
"MO","i","P22566",2016,832,599,304,278,54466,28.7,8.4,0.6
"AR","h","P12380",2020,811,625,274,278,75946,79.3,70,67.7
"PA","o","P27812",2020,870,589,285,285,56053,40.2,58.5,56.2
"IA","d","P03674",2024,865,625,299,266,61721,64.4,26.9,45
"PA","u","P33951",2024,863,588,274,289,63589,72.8,21.7,63.5
"LA","y","P36504",2012,852,595,301,306,41542,39.3,25.8,53.4
"VA","k","P40239",2024,867,609,301,281,50367,48.9,66.8,46
"NE","o","P22208",2016,826,602,291,284,46836,54.2,44,15.3
"HI","j","P47294",2020,822,616,266,315,62593,34.3,20.8,47.1
"MS","h","P47260",2012,817,632,323,299,48179,39.7,27.4,41.5
"NH","y","P21662",2012,844,600,279,267,45672,28.2,39.6,61.2
"NC","c","P40583",2016,837,614,312,294,59761,24.4,31.4,14.6
"LA","d","P15866",2012,867,570,260,288,78374,59.3,16.9,10.7
"AL","y","P38580",2016,835,588,301,278,57682,39.7,50.2,69.8
"TX","u","P35842",2012,833,581,299,274,58859,10.2,23.8,19
"CA","z","P12855",2016,797,611,287,286,58036,64.3,48.4,35.2
"KS","h","P39046",2020,821,575,324,305,48259,71,6.9,1.4
"NV","a","P15232",2012,810,594,291,299,60408,71.2,7.9,44.2
"MA","q","P23668",2016,821,599,289,294,71178,22.1,57.9,59.8
"AR","x","P14031",2020,848,570,327,297,48086,29.8,65.2,42
"MN","q","P27273",2024,787,614,270,264,56531,41.4,53.2,46.4
"KY","o","P05914",2024,832,587,322,270,42584,56.3,1.6,28.8
"AK","q","P36874",2016,893,614,291,262,47181,23.7,8,50.1
"HI","p","P25428",2020,843,598,287,275,51482,20,32.3,4.3
"AL","o","P19024",2012,816,565,305,271,56125,32.6,13.7,54.7
"PA","e","P23261",2020,864,592,300,279,41522,41.9,42.8,25.9
"MN","t","P00941",2024,876,610,311,288,76856,13.8,39.7,62.9
"AZ","m","P01529",2024,909,584,313,262,59383,20.6,27.1,37.7
"CA","m","P27154",2012,903,579,287,276,54619,15.2,22.7,13
"ID","a","P12131",2016,820,528,322,282,65204,58.7,59.6,27.9
"MA","j","P00483",2020,824,606,283,305,57316,10.7,12,60.7
"NJ","c","P43813",2016,874,581,311,303,65786,64.2,53.8,61.3
"OR","w","P33045",2016,893,611,317,286,43602,24.8,40,3.9
"MO","m","P36761",2020,839,658,290,263,47527,43.6,67,30.7
"WA","e","P15773",2012,840,645,291,283,48387,79.4,44,50.2
"AR","w","P00506",2012,828,616,296,353,65754,40.7,33.5,54.5
"OK","t","P19967",2024,897,585,319,276,66612,54.3,66.5,29
"NM","i","P10209",2024,838,562,289,285,46730,37.9,0,57.7
"MA","k","P37787",2020,870,614,315,271,53966,79.9,61.3,31.3
"CA","s","P43098",2016,894,599,277,275,51639,64.5,8.6,5.2
"MA","s","P12853",2024,845,634,300,289,55113,77.3,28,24.9
"MT","z","P12453",2020,804,626,309,276,48550,32.8,46.9,40.2
"ND","x","P39234",2012,774,533,289,270,63720,64.6,34.1,79.1
"MO","o","P43759",2020,829,641,304,303,56216,48.4,44.3,43.5
"KS","b","P19631",2020,844,594,288,300,46440,12.6,35.1,47.8
"FL","s","P03756",2016,865,615,306,284,56746,50,3.8,7.8
"SD","l","P44680",2016,885,615,286,255,57884,62.2,11.2,4
"AK","j","P49167",2024,902,645,293,268,45804,46.8,8.5,5.2
"WA","g","P46292",2024,849,584,324,249,60361,41.4,40.5,1.4
"TN","e","P33350",2012,900,612,340,291,59138,27.9,32,49.2
"TN","u","P34295",2020,818,569,255,274,65713,64.1,61.3,23.7
"HI","z","P01234",2024,785,630,285,303,65882,17.1,32.2,34.9
"MD","r","P33981",2012,888,611,288,272,59189,64.2,19.5,10.8
"TX","y","P46104",2024,847,569,282,275,52753,27.5,52.9,0.9
"OR","q","P39421",2020,850,582,297,273,49033,67.4,63.3,52.9
"OK","t","P18132",2016,857,585,324,309,50605,39.5,67.7,23.8
"SC","s","P01381",2024,852,628,257,279,37191,72,1,30.5
"ND","e","P05907",2016,845,632,276,284,52771,62.8,49.4,63.1
"GA","a","P45967",2012,874,598,310,298,59879,14.4,55,39.9
"SC","s","P27705",2020,870,572,297,291,66113,37.9,28.3,34.8
"DE","s","P00181",2012,879,611,324,299,49912,74.3,24.4,2.6
"NC","q","P04325",2020,831,619,300,292,68386,61.1,67.3,15.5
"ND","l","P39180",2012,841,625,283,266,55611,64.8,56.7,40.2
"OR","y","P38669",2016,856,627,300,305,49195,70.3,64.6,16.9
"WA","i","P20008",2024,857,579,304,278,57645,63.5,28.7,56.1
"VT","a","P02111",2016,835,590,311,263,62342,27.9,68.4,18.8
"AR","c","P20974",2020,837,608,310,269,56714,65.8,49.5,66.1
"OK","k","P44047",2016,845,644,292,272,61716,37.3,44.9,24.3
"OH","s","P33950",2016,881,584,295,287,53702,41.3,43.7,74.1
"FL","i","P25920",2024,803,597,343,287,79710,77.6,26.6,78
"OH","h","P25264",2020,817,594,301,245,71494,46,52.7,73.5
"GA","c","P17514",2012,825,599,287,266,57504,62.3,1,29.3
"NC","g","P31595",2020,861,634,287,250,60596,50.6,23.4,27.1
"OH","t","P10719",2012,842,600,312,292,64510,30.6,55.7,61.8
"ME","x","P36520",2020,874,688,308,315,55872,18.3,13.7,79.3
"RI","v","P33709",2016,803,616,301,259,56092,11.5,50.5,77.3
"AZ","w","P18607",2016,822,600,297,276,33650,10.4,67.6,39.4
"OK","p","P39531",2016,860,576,313,286,51494,20.4,57.8,6.9
"NH","n","P42044",2020,838,616,302,260,50420,37.1,14.2,33.6
"TN","o","P14469",2016,818,620,281,265,58522,25.1,31.2,25
"OK","j","P27182",2020,853,537,288,275,49831,11.4,61.8,71.8
"MD","p","P22700",2020,882,573,317,279,38032,73,24.2,78
"RI","j","P43869",2012,831,571,313,304,63221,71.3,69.5,25.6
"OR","s","P30662",2020,841,624,300,290,73248,68.1,61.2,11.5
"NH","a","P34950",2016,842,649,313,289,69348,77.7,47.1,63.3
"VT","z","P11542",2016,876,567,303,260,61585,79.1,67.4,43.9
"LA","v","P47332",2024,838,637,325,287,50071,31.4,53.4,66.1
"UT","w","P04473",2016,836,589,274,275,47247,37.8,12.3,48.5
"CO","r","P34749",2016,856,676,320,265,64106,39.2,48.7,16.5
"PA","w","P00761",2020,870,576,330,287,57349,66.3,13.6,1.9
"ME","x","P39299",2012,858,610,324,277,54594,45.5,30.2,65.2
"MI","p","P38171",2016,855,621,282,298,53495,34.9,59,72.7
"AK","y","P29623",2016,829,658,301,282,40960,14.6,17.1,52.2
"AK","k","P14046",2012,804,587,283,268,63510,24.6,25.3,18.9
"AK","q","P47549",2020,821,604,294,271,45758,79.1,23.2,62.9
"MT","n","P18970",2016,861,606,288,288,68910,30.5,7,40.5
"AZ","f","P28940",2024,864,587,276,264,61828,35.1,11.5,8.8
"AZ","x","P22280",2016,851,571,310,280,58879,66.6,17.6,62.5
"NH","p","P35854",2012,836,602,265,271,64126,65.4,32.9,54.7
"AR","z","P46342",2024,886,581,297,291,51482,23.6,68.5,37.9
"ID","x","P05315",2024,832,640,309,299,48654,75.3,7.1,43.6
"WV","s","P42555",2012,871,642,287,295,63251,43.2,53.9,53.9
"PA","b","P12306",2016,844,607,306,290,47136,69.9,48.8,70.9
"UT","m","P07654",2016,853,610,318,271,51661,29,1.8,9.2
"AZ","d","P39594",2020,815,646,262,261,56827,75.5,69.2,4.8
"ND","q","P37476",2020,889,621,302,286,49546,72,38.9,55
"VA","q","P01586",2012,814,597,292,255,63554,47.9,2.3,44.6
"NY","c","P10295",2020,836,578,267,312,62889,28.2,65.1,38.4
"CA","c","P31137",2024,903,615,317,274,58432,39.2,32.8,36.5
"LA","u","P22656",2012,845,628,286,292,49560,72.2,3.7,34.6
"KY","z","P16366",2016,865,612,297,305,76139,57.1,59.2,79.6
"ME","g","P03078",2024,847,627,304,269,59419,44.7,2.3,18.6
"GA","b","P10961",2016,903,608,291,279,62051,36.9,27.5,75.3
"TN","r","P37444",2020,882,623,295,279,54684,14,28.8,18.9
"PA","j","P23040",2016,837,593,321,288,54037,32.3,31.7,68.9
"RI","o","P45984",2012,818,563,277,275,74498,31.6,58.2,32.5
"WA","n","P21177",2012,849,539,315,311,62585,24.3,39,78.2
"AL","j","P20092",2016,854,627,316,308,52628,31.5,13.4,36.2
"TN","t","P23491",2020,852,661,311,269,55021,57.9,27.6,79.6
"CO","w","P04729",2016,911,602,316,263,61277,23.3,55.7,67.1
"DE","n","P34150",2020,831,614,294,274,52188,29.4,1.2,45.9
