"county_fips","year","unemployment_rate","median_income","gini_index","poverty_rate","pop_density","urban_rural","percent_white","percent_black","percent_hispanic"
"56918",2020,13.5,44019,0.53,23.1,281,"Urban",82.4,42.7,39.9
"36547",2013,4.4,42192,0.38,19.8,79.4,"Suburban",63.2,31.9,28.3
"54594",2017,4.4,55749,0.33,5.3,145.5,"Suburban",76.8,37.2,41.4
"39497",2017,14.6,43974,0.45,17.5,181.3,"Urban",73,24.8,14.8
"34734",2013,9.5,48062,0.53,12.8,453.4,"Urban",70.5,21.1,6.5
"52367",2019,5.1,39803,0.35,18.5,158.6,"Urban",89.9,7.8,32.2
"33032",2015,7.7,63398,0.41,26.2,393.2,"Urban",42.7,47.2,58.1
"35605",2016,12.4,54323,0.36,20.1,235.7,"Urban",58.6,20,32.2
"39139",2013,8.9,37500,0.4,6.1,510.9,"Suburban",54.7,24.2,61.5
"34493",2011,3,56319,0.31,27.2,188.5,"Suburban",40.2,5.1,41.2
"18788",2017,4,39113,0.48,15.7,49.3,"Urban",61.6,2.2,17.4
"16502",2014,3.7,41996,0.34,18.1,45,"Suburban",47.7,47.8,18.7
"17825",2013,6.6,56682,0.4,8,852.3,"Suburban",68.7,51.3,28.1
"25489",2014,13.6,47126,0.54,11.4,164.6,"Urban",47.1,56.5,5.7
"33829",2019,11.9,52074,0.33,18.6,805.6,"Rural",41.2,16.5,26.5
"24002",2013,11,36927,0.53,10.2,358.8,"Urban",25.9,37.2,27.5
"50999",2017,12,59511,0.5,28.4,182.5,"Suburban",67.8,1.5,57.5
"51468",2016,3.5,53070,0.43,5.4,6344.6,"Suburban",89.9,22.6,55.9
"18344",2016,3.9,50703,0.47,5.4,35.9,"Rural",87.8,16.4,21.7
"33032",2017,6.3,36714,0.34,11.1,1747,"Suburban",58.8,29.4,49.4
"20733",2014,5.5,54290,0.52,27.4,152.1,"Rural",66.4,7.5,8.8
"39432",2017,4.1,67399,0.29,8.6,200.8,"Rural",52.1,56.5,32.7
"41150",2020,14.7,53191,0.35,29.7,331.4,"Urban",47,34.3,63.3
"47351",2015,6,52737,0.55,26.6,194.5,"Suburban",56.8,35.4,19.4
"29824",2010,13.8,44999,0.44,13.9,54.7,"Urban",21,45.8,27.9
"45620",2014,9.4,55619,0.37,13.9,1003.3,"Suburban",56,2.6,14.6
"25849",2011,2.2,47945,0.46,17.1,388,"Urban",50.2,31.6,44.7
"30953",2017,10.8,48463,0.39,13.4,213.6,"Urban",48.1,34.5,16.3
"33462",2017,2.6,56211,0.48,24.7,90.4,"Urban",25.2,24.3,26.3
"58586",2017,11.9,60396,0.41,19.5,358.9,"Urban",39.8,1.8,25.7
"43573",2011,3.4,45631,0.34,21.7,255.6,"Urban",41.5,24.6,42.5
"29041",2017,5.6,54673,0.28,29.9,481.8,"Suburban",49.6,55,21
"59750",2020,8.1,44500,0.52,26.5,203,"Rural",59.8,46.9,19.5
"35493",2020,13.3,52014,0.48,11.5,22,"Urban",89.8,40.6,66.3
"15180",2011,6.1,52766,0.29,26.6,67.3,"Urban",38.4,18.6,68.8
"24878",2013,10.6,55033,0.45,22.5,228.2,"Urban",82.5,23.5,6.6
"48944",2016,3.6,50297,0.38,18.2,138.1,"Urban",40.8,58.5,10.3
"18893",2014,2.9,64026,0.54,14.5,206.4,"Urban",69.6,12.1,34.4
"39716",2019,7.9,43992,0.36,20.9,202.4,"Suburban",66.6,39.1,15.7
"21273",2014,12.2,62568,0.43,27.4,107.2,"Suburban",35.8,21.1,31.8
"39817",2018,12.7,33382,0.43,14.3,187.4,"Urban",60.4,19.6,4.9
"53872",2010,2,53941,0.42,18.9,104.8,"Rural",36.8,17.7,55.6
"26828",2012,14.5,55855,0.49,13.2,108.3,"Urban",49,35.1,46
"30953",2013,9,52632,0.51,9.8,241.8,"Suburban",41.6,15.8,46.3
"53346",2011,7.2,51397,0.33,29.9,804.2,"Urban",71.3,23.7,60.1
"41468",2016,10.3,74673,0.43,16.6,194.6,"Rural",67.1,58,11.5
"36910",2015,14.5,44879,0.3,27.2,53.1,"Suburban",29.5,42.6,13.4
"39432",2011,10.6,50176,0.49,27.4,15.7,"Urban",71.9,4.2,31.9
"58596",2017,5.5,58046,0.49,12.3,157.1,"Suburban",43.2,55.4,48.8
"18344",2011,15,54976,0.35,21,223.3,"Urban",66.2,29.4,42.6
"17419",2016,6.9,59247,0.55,8.4,201.9,"Urban",71.6,3.1,60.1
"26215",2013,4.5,60436,0.33,13.6,61.4,"Rural",76,50.7,15.7
"12133",2018,6.5,54711,0.35,26.6,88.5,"Urban",40.8,14.6,21.8
"56918",2011,7.3,55206,0.36,22.9,325.7,"Urban",88.6,27.7,54
"49846",2010,10.1,54276,0.39,22,273.5,"Suburban",74,3,8.1
"49157",2014,8.5,31827,0.31,22.3,616,"Rural",23.4,5.9,14.4
"55223",2015,13,55943,0.45,24.9,197.3,"Suburban",25.6,29.4,3.6
"37029",2019,14.9,57093,0.42,6,75.3,"Urban",64.6,58.9,17.4
"50914",2018,11.7,50706,0.54,12.3,80,"Suburban",66.4,50.9,36.7
"38761",2018,14.6,50374,0.31,17.8,72.2,"Suburban",84.3,10.9,48.3
"25010",2010,9.8,63655,0.35,19.4,164,"Urban",44.9,5.4,42.7
"47294",2013,10.2,52068,0.42,8.2,86.6,"Urban",82.1,15.1,7
"39958",2014,13.9,57323,0.47,15.8,55.1,"Urban",62.2,34.9,26.3
"58586",2020,5.1,48749,0.47,5.2,868,"Urban",67.2,15.7,37.1
"11482",2013,12.6,46386,0.53,18.9,419.2,"Urban",34.2,23.1,32.9
"45261",2020,10.3,48113,0.43,18.9,1211.9,"Urban",35.2,51.6,5.4
"59560",2020,2.2,45366,0.39,9.7,227.1,"Urban",44.7,59.8,13.9
"29698",2019,3.9,48893,0.53,12.3,470.9,"Suburban",86.9,57.5,30.8
"41012",2017,2.8,47356,0.54,26.1,234.1,"Rural",21.5,6.5,58.5
"25192",2012,8.4,64048,0.52,5.8,183.1,"Rural",65.7,55,38.5
"29698",2014,7,52314,0.39,19,96.2,"Urban",28.3,36.1,56.8
"12133",2015,9.9,37180,0.43,28.6,139.8,"Urban",74.7,14.2,58.6
"27441",2014,6.5,59322,0.47,25.9,586.7,"Suburban",48.7,37.5,68.4
"34217",2019,13.2,46097,0.41,15.3,170.6,"Urban",43.5,54.7,39
"41025",2011,13.3,34752,0.51,25.3,215.2,"Rural",60.6,56.6,64.2
"44705",2015,9.4,50844,0.29,9.6,237.9,"Suburban",47.1,51.9,55.6
"34143",2010,10.2,59714,0.28,17.9,174.9,"Suburban",46.6,22,15.2
"23783",2017,7,46443,0.4,11.9,411.3,"Rural",51.3,30.4,3.8
"41382",2011,12.2,63934,0.39,5.2,409.4,"Urban",63.1,2.4,4
"22395",2012,14.4,56381,0.49,6.5,198.8,"Urban",41.3,54.4,45
"49118",2010,10.9,43000,0.29,15.7,352.6,"Rural",74.5,49.1,51.9
"57218",2019,2.3,51666,0.3,12.4,1447.9,"Urban",73.8,57,17.3
"11482",2012,8.4,51495,0.53,14.5,187.8,"Suburban",56,52.6,8.9
"34619",2013,10.1,48823,0.33,11.8,172.3,"Rural",86.2,43.5,62.5
"12330",2018,11.9,37485,0.49,13.1,196,"Urban",45.4,52.7,45.1
"45283",2012,14.9,55000,0.33,25.1,82,"Suburban",60.3,44.1,15.7
"36910",2011,4.3,51133,0.47,28.8,189,"Urban",61.9,51.7,18.3
"41153",2017,2.4,47481,0.32,16.2,34.1,"Urban",75.3,57.7,44
"18893",2012,13.7,48211,0.33,9.8,36,"Urban",63.7,48.9,30.1
"29373",2019,9,47537,0.34,21.1,259.2,"Urban",32.9,35.8,14.9
"38573",2013,4.4,54231,0.37,9.1,170.9,"Suburban",51.9,41.8,13.3
"36910",2019,4.1,58960,0.32,18.3,351.9,"Rural",22.5,52.4,64.3
"52541",2019,7.5,54310,0.37,12.5,144.9,"Urban",56.1,51.5,22.4
"35973",2018,2.3,50191,0.36,28.3,293.6,"Rural",31.4,28.7,2.4
"46798",2014,13,50847,0.44,9.1,224,"Rural",33.4,17.1,38.5
"28966",2016,6,62461,0.35,23.6,549.9,"Suburban",81.9,14.6,22.9
"57668",2014,14.5,54064,0.55,18.4,424.5,"Suburban",44.8,24.2,21
"29041",2013,10.4,47673,0.33,29.6,196.4,"Urban",78.5,1.1,14.4
"40345",2017,11.7,43045,0.51,25.1,65.2,"Suburban",20.5,38.1,16.3
"29134",2019,9.8,48331,0.46,17.4,426.1,"Urban",35.2,28.3,62.7
"25489",2018,4.2,43473,0.45,24.4,334.5,"Suburban",60,46.1,37.9
"21116",2013,10.5,58021,0.51,24.2,46.8,"Rural",68.3,15,18.5
"28785",2018,14.3,58395,0.4,10.9,47.8,"Rural",65.2,45.5,9.7
"18893",2016,5.1,46298,0.39,26.2,264.3,"Rural",80.8,55.6,43.3
"24878",2014,2.3,55743,0.54,25.6,88.8,"Urban",40.7,11.5,5.8
"39572",2016,6.2,54824,0.32,10,330.8,"Urban",53.1,13.5,46
"15025",2020,12.1,45841,0.35,12,33.9,"Suburban",74,3.1,26.6
"12838",2010,13.7,53957,0.39,19.3,38.1,"Rural",86,26.4,69.7
"12838",2015,13.4,43568,0.38,6.8,389.7,"Urban",61.8,59.8,57.4
"55289",2020,3.1,49673,0.42,17.1,549.2,"Suburban",27.7,37.9,48.5
"46798",2013,5.5,71485,0.52,9.8,243,"Rural",83.4,6.9,62.1
"27604",2017,10.5,50718,0.55,10.8,1067.7,"Suburban",49.6,26.7,30.9
"11430",2015,3.7,57291,0.45,9.1,199.1,"Suburban",79.3,44.3,10.5
"16691",2010,2.8,57934,0.5,16.7,109,"Rural",80.9,1.5,70
"11482",2014,7.2,62611,0.4,10.4,435.3,"Urban",76.5,21.3,54
"26860",2014,7.4,62531,0.38,19,1556.5,"Urban",76.5,16.4,16.9
"39485",2011,7.6,47424,0.51,14.6,255,"Suburban",76,39.5,44.3
"52050",2015,2.3,45620,0.4,24.2,128.2,"Rural",76.1,4.1,7.1
"42678",2019,9.2,49658,0.43,27.9,924.4,"Rural",27.6,29.5,51.4
"20695",2016,13.6,45480,0.37,14.4,346.6,"Suburban",36.2,45.7,8.4
"45261",2018,14,48224,0.53,10.2,228.7,"Suburban",35,35.7,7.5
"48944",2014,14.9,58666,0.46,21.3,101.4,"Suburban",78.2,13.8,60.2
"34142",2016,14.7,44719,0.35,26.5,333.9,"Suburban",74.8,38.8,68.5
"50272",2016,6.8,56022,0.54,20.8,364.6,"Suburban",51.2,9.3,31.5
"29134",2014,14.6,50395,0.47,7.8,64.2,"Rural",54.5,9.8,69.5
"44105",2017,8.9,51178,0.34,24.5,562.8,"Suburban",89.4,12.2,32.9
"28834",2020,8.4,34017,0.47,17.2,1249.6,"Rural",53.4,43.2,63
"21273",2011,4.7,48637,0.32,6.3,81.7,"Urban",37.2,25.2,22.2
"32818",2016,14.2,45063,0.29,15.3,76.5,"Urban",37.1,26.4,14.5
"25489",2019,11.9,42693,0.55,27.8,65.1,"Suburban",27.6,47.5,48.7
"38977",2020,6.3,52421,0.48,14.6,1650,"Suburban",35.8,17.3,19.9
"46798",2017,12.8,46438,0.31,16.3,355.3,"Rural",62.9,52.5,36.7
"51507",2010,10.7,40109,0.53,24.7,1485.3,"Urban",60.3,59.9,45
"21273",2018,6.3,61037,0.41,14.9,92.1,"Urban",38.4,17.5,15.8
"18617",2015,14.6,43819,0.49,19.5,474.9,"Urban",59.8,44.8,30.4
"35815",2018,5.6,53045,0.45,18.7,351.9,"Urban",33.3,17.2,11.3
"45811",2011,7.2,56132,0.38,27.8,639.6,"Rural",40.5,49.7,43.8
"59374",2011,6.5,62045,0.35,25.7,310.8,"Suburban",50.8,51.2,61.9
"54559",2010,5.3,56993,0.45,20.8,26.6,"Urban",26,33.5,15
"45339",2020,6.7,48955,0.49,22.3,56.1,"Urban",56.2,49.2,3.9
"41153",2020,14.7,69455,0.29,18.1,274.7,"Urban",57.1,28.8,57.7
"46616",2014,2.8,41221,0.39,13.3,216,"Suburban",33.7,19.8,54.9
"43573",2016,11.7,48756,0.48,24.5,99.1,"Urban",38.8,51.6,3.7
"32258",2015,2.9,40553,0.36,13.1,145.5,"Urban",40.7,36.9,52.3
"10020",2020,14.5,61560,0.5,29.6,451.3,"Urban",44.3,21.8,50.5
"42137",2015,11.1,49121,0.3,19.1,128.3,"Suburban",79.6,27.1,49.4
"49157",2020,5.7,47027,0.31,11,61.6,"Suburban",60.4,8.4,30.9
"39497",2010,3.1,54282,0.33,5.3,506.1,"Urban",50.8,1.9,48.7
"59560",2013,14.7,64218,0.46,29.9,1042.1,"Rural",44.5,16.8,47.2
"31389",2015,14.4,47764,0.34,19.1,135.3,"Urban",88.5,6.3,34.2
"52367",2013,14.4,51575,0.3,6.3,2407.1,"Urban",24.1,48.9,6
"43573",2011,5,52391,0.37,18,497.3,"Suburban",67.2,7.5,22.1
"46616",2018,3.2,47515,0.53,25.8,157.7,"Suburban",75.4,29.9,69.7
"54559",2012,13.6,53023,0.49,7.5,784.5,"Urban",44.9,11,49
"25489",2019,11.3,56620,0.45,23.4,147.8,"Suburban",62.2,33.4,24
"41694",2010,9.8,41216,0.34,24.1,86.8,"Urban",81.9,31.4,57.1
"55493",2017,8.3,46056,0.53,8.6,121.6,"Urban",67,28.7,56.5
"32818",2012,14,41402,0.51,10.8,273.1,"Suburban",76,23.2,62.5
"38221",2010,9.6,52097,0.48,7.2,491.3,"Suburban",51.8,35.6,34.1
"50914",2012,6.6,54607,0.41,11.7,193.6,"Rural",42.4,17.6,21.9
"50272",2017,6.4,41829,0.39,9.1,103.2,"Urban",61.3,56.6,18.2
"59374",2014,7,58282,0.29,9.1,33,"Rural",33.6,42.8,16.7
"22941",2012,8.3,58767,0.42,11.6,511.5,"Suburban",61.8,24.6,32.8
"11363",2019,6.7,60153,0.44,29.2,155.1,"Rural",53.2,21.1,49.4
"38860",2017,8.1,51004,0.51,6.5,168,"Urban",30.5,48.3,61.4
"34734",2013,4.7,43791,0.34,27.1,804.7,"Rural",80.2,33.8,58.2
"54441",2019,7.2,50358,0.55,28.2,392.4,"Suburban",65.2,58.9,53.4
"20043",2019,14,57989,0.39,9,515.3,"Suburban",67.1,28.3,16.1
"47258",2011,15,49442,0.45,11.8,76,"Suburban",46.2,52.1,5.7
"23317",2012,13.9,43830,0.31,11.6,130.8,"Rural",85.1,1.2,58.2
"19037",2018,5.3,56904,0.29,24.9,266.5,"Rural",63.2,37.8,27.2
"47624",2016,9.5,41485,0.41,22.6,121.4,"Urban",42,53.8,5.1
"18003",2011,6.2,53690,0.32,28,166.6,"Urban",60,20.1,21.4
"39958",2020,2.8,61547,0.36,18.4,256.1,"Suburban",50.4,38.2,42.6
"48273",2017,3.2,47266,0.39,21.8,750.2,"Urban",34,52.6,9.4
"55289",2019,5.3,41620,0.49,27.6,51.7,"Rural",30,14.8,66.5
"49583",2014,12.6,60634,0.29,28.2,535.7,"Suburban",23.1,21.4,39.9
"32258",2014,8.1,36786,0.54,28.3,89.4,"Urban",67.7,59,17.8
"37427",2010,14.8,56557,0.46,29.4,173.2,"Rural",43.4,3.1,61.6
"59087",2018,14.8,56718,0.44,27.7,55.8,"Rural",47.5,51.8,29.1
"11363",2013,6.8,53415,0.29,27.7,315.7,"Suburban",23.3,56.1,51.3
"35815",2017,6.4,60588,0.55,18.4,835.6,"Rural",54,58.9,8.7
"58880",2020,14.1,51443,0.35,29.1,628.9,"Urban",47,52.4,50
"49716",2018,3.4,54472,0.3,28.7,180.3,"Urban",24.7,59.6,46.1
"27604",2011,8.9,49208,0.52,18.4,128.1,"Urban",73.6,22.2,68.4
"52514",2015,10.6,58304,0.44,29.5,198.9,"Suburban",73.3,45.3,50.3
"35051",2010,10.1,52450,0.49,26.2,18.8,"Urban",82.8,55.3,55.1
"20695",2019,10.7,45139,0.38,15,367.6,"Suburban",55,48.9,25.3
"53183",2016,3.6,41793,0.32,26.6,291.8,"Rural",51.6,3.3,19.8
"43094",2019,6.4,60695,0.39,15.8,300.3,"Urban",62.5,2.6,54.1
"26860",2015,5.9,59642,0.4,15,246.7,"Suburban",69.5,38,44.4
"39572",2015,6.6,48497,0.31,7.6,658,"Rural",27.6,34.3,33.4
"33064",2017,4.8,47433,0.51,16.8,46,"Suburban",72.9,49.4,32.6
"35815",2010,5.7,58813,0.41,21.1,335.3,"Rural",39.9,32.3,45.3
"10200",2010,5.5,42088,0.37,20.1,369.7,"Suburban",72.1,17.1,28.5
"42678",2012,13.6,43916,0.29,20.9,316.8,"Suburban",36.9,5.3,23.4
"44174",2019,14.9,55185,0.4,16.2,21.5,"Urban",61.5,52.8,10.5
"37427",2015,14.7,71229,0.33,14.6,246,"Urban",23.4,35.2,12.4
"43573",2020,2.5,62997,0.54,12.9,1286.8,"Urban",74,6.3,47.1
"24703",2011,4.1,43947,0.31,20.6,90.7,"Urban",59.2,3.3,7.4
"29824",2017,14.4,61800,0.45,8,67.2,"Urban",68.3,9.7,61.3
"54594",2016,8.4,42586,0.33,13.9,140.9,"Suburban",34.8,58.6,28.9
"29041",2020,9.4,54736,0.33,20.1,2158,"Rural",56.1,20.6,57.4
"59524",2011,9.1,60889,0.54,19.5,97.7,"Suburban",79.2,4.7,26.7
"15091",2011,3.8,48924,0.55,23,311.6,"Urban",69.2,23.5,49.2
"45566",2011,9,51779,0.41,14.7,206.9,"Rural",65.3,56.8,43.4
"27004",2012,13.3,60620,0.29,19,252.2,"Urban",40.1,38.5,39
"52367",2011,3.2,52175,0.46,8.9,558.4,"Urban",25.6,44.6,32.7
"11671",2013,9,57449,0.5,28.9,233.8,"Rural",63.2,41.9,46.7
"45339",2013,8.8,50158,0.43,12.1,113.4,"Suburban",59.8,38,11.2
"57896",2019,11.4,62718,0.32,18.3,1049.4,"Suburban",85.1,17.6,35.5
"51432",2018,11.8,63284,0.43,7.6,66.6,"Urban",63.8,33.7,55.5
"53183",2012,12.6,50770,0.46,25.1,94.2,"Suburban",55.7,21.1,34.6
"33342",2012,5,46827,0.4,19.2,279.4,"Rural",57,14.2,37.4
"14588",2011,5.8,52394,0.36,7.8,41.3,"Rural",21.5,16.4,69.4
"50629",2014,14.7,54587,0.33,19.3,332.9,"Suburban",63.6,6.6,56.2
"55223",2012,7.1,53962,0.29,8.4,72.1,"Urban",31.1,4.3,57.1
"41694",2017,6.7,66302,0.37,26,169.9,"Rural",47.9,45,28.8
"18003",2018,6,42755,0.31,7.8,247.3,"Suburban",85.5,34.2,7.3
"15834",2019,11.3,53113,0.35,10.9,326.8,"Urban",58.3,42.3,5
"47988",2010,12.4,47935,0.48,12,382.5,"Rural",78.6,2.7,12.7
"52514",2019,13.2,62597,0.49,27.8,629.7,"Suburban",23.4,58.5,64
"29387",2019,6.9,51464,0.53,17.8,99.8,"Urban",72.3,53.4,36
"48866",2016,13.8,54732,0.5,18.1,74.4,"Urban",80.4,10.1,2.9
"45067",2018,12.4,44367,0.34,6.8,179.2,"Rural",22.8,2.6,54.1
"53892",2019,13.3,65028,0.39,13,69.9,"Rural",42.9,37.6,60.4
"30056",2020,10.8,51717,0.44,13.5,1058.6,"Suburban",70.6,49.8,57.5
"31389",2016,9.9,54262,0.42,7.2,130.4,"Suburban",26.6,7.8,47.5
"10771",2018,4.2,49470,0.55,19.5,136.9,"Urban",29.2,15.4,44.4
"48424",2012,5.3,56714,0.42,8,184.8,"Suburban",30.8,30.2,59.9
"12330",2012,6.6,54065,0.48,28.3,224.6,"Urban",55.6,13.6,34.5
"11482",2011,4.3,45232,0.48,24.7,69.8,"Urban",63.1,5.4,2.8
"48512",2019,11.1,62186,0.28,28.8,1121.3,"Suburban",58.1,51.7,18.2
"15180",2017,12.5,67206,0.55,22.1,414.8,"Rural",80.8,58.7,48.9
"28785",2019,14.8,23098,0.53,20.6,263.6,"Urban",80.5,41,55.5
"53183",2019,9.5,35439,0.39,27.4,369.6,"Urban",24.5,5.4,8.5
"52229",2010,14.4,57585,0.39,10.7,175.1,"Urban",32.6,14,39.5
"43573",2017,7.4,55755,0.3,23.9,306,"Urban",63.5,50.9,62.7
"34734",2014,3.7,43773,0.4,14.7,401.9,"Rural",35,48.6,9.6
"16673",2020,8.2,52453,0.3,19.3,1689.9,"Rural",48.6,21.3,39.3
"13968",2013,11.6,57652,0.52,28.5,758.4,"Rural",64,42.5,12.8
"49157",2020,12.8,50195,0.5,23.6,188.6,"Urban",59.9,39.2,67.7
"34343",2013,13,40477,0.38,26.8,347.7,"Urban",78.4,50.9,24.2
"10622",2012,7.6,56554,0.43,5.6,1189.9,"Suburban",29.8,7.6,55.2
"13319",2012,13.6,51682,0.46,9.4,88.6,"Urban",46.2,15.6,18.7
"31610",2014,9,45015,0.38,28.6,302.5,"Urban",73.2,13.7,18.9
"29824",2020,3.1,56371,0.36,24.4,251,"Urban",58.2,13.7,34.9
"25489",2013,7,45751,0.34,6.8,130.5,"Urban",67.2,25,47.9
"30556",2015,14,68928,0.48,19.9,106.3,"Suburban",66.4,56.5,19.2
"29461",2011,7.1,53669,0.47,19.5,804.9,"Urban",79.1,48.2,34.3
"42194",2011,4.4,55316,0.36,9,97.4,"Urban",29.9,51.2,68.4
"54817",2017,13.5,55118,0.42,10.5,178.1,"Suburban",77.7,19.1,49.1
"21073",2020,14.7,63306,0.37,13.8,342.2,"Suburban",45.6,40.8,50
"16691",2012,7,56188,0.51,22.9,593.7,"Suburban",86.4,58,16.2
"15025",2017,9.2,41562,0.41,18.1,65.2,"Urban",49.8,42.1,2.9
"12660",2010,13.2,47791,0.34,6.2,108.1,"Suburban",62.3,37.2,3.4
"55223",2011,14.8,57671,0.34,24.9,343.5,"Urban",62.9,22.5,49.7
"22395",2018,6.3,60581,0.3,17.7,1367.6,"Rural",29.2,33.3,56.3
"41150",2020,10.8,60710,0.36,29,123.5,"Rural",57.5,58,24
"18893",2016,5.6,56329,0.32,6.7,351,"Suburban",44.4,50.5,60.8
"57891",2020,8.5,56913,0.33,26.6,769.7,"Suburban",49.3,13.7,9.4
"59416",2010,5.2,56469,0.37,22.3,38.8,"Rural",33.4,36,46
"10224",2011,12.5,47953,0.36,24.7,31.2,"Suburban",69.9,18.5,41.6
"36191",2017,5.7,64233,0.37,15.9,44.6,"Suburban",52,25.6,65.2
"28834",2012,12.4,59812,0.39,30,259.7,"Urban",40.2,24.3,22.2
"51610",2019,10.8,57543,0.39,18,63.2,"Suburban",79.7,41.8,23.2
"44447",2014,4.1,41979,0.37,14.1,39.8,"Urban",40.7,58.9,27.4
"42853",2020,2.8,56218,0.3,21.4,129.5,"Urban",30.4,6.5,24
"26860",2010,5.9,49877,0.42,23.1,47.6,"Suburban",90,24.2,33.7
"17825",2020,4.8,57395,0.46,29.4,601.3,"Rural",68.1,13.2,59.2
"26828",2018,11,56843,0.48,5.7,281.4,"Suburban",64.3,56,44.9
"28834",2011,13.8,58797,0.35,19.6,103.3,"Urban",60,16.6,60.3
"54774",2013,9,57304,0.45,27.3,46.1,"Urban",82.7,28.9,12.4
"55223",2012,13.5,58772,0.42,19.9,53.9,"Suburban",28.7,37,48.3
"34143",2013,13.8,53908,0.47,9.1,854.6,"Urban",67.6,47.4,50.4
"30428",2012,9.9,62627,0.31,11.2,93.8,"Suburban",30.2,26.3,24.5
"39958",2011,10.2,40399,0.49,8.1,155.2,"Rural",38.8,59.9,12.8
"32103",2020,9.6,52535,0.47,17.7,94.4,"Urban",55.9,42.8,5.5
"55493",2014,14,55536,0.49,10.6,337.9,"Urban",51.7,38.8,36.9
"50272",2020,6.5,54156,0.37,16.1,33.9,"Urban",35.4,11.2,41.4
"14588",2018,7.1,39718,0.42,30,27.7,"Rural",32.6,55.6,2.3
"29373",2013,2.5,51098,0.29,22,710.7,"Urban",36.9,22.7,25.9
"37427",2019,7.6,60946,0.32,17.4,1061.5,"Urban",76.4,14.3,30.8
"34493",2010,9,51911,0.45,20.4,249.5,"Urban",24.3,44,65.7
"53346",2018,12.3,37495,0.45,5.3,72.1,"Urban",32.5,28.7,67.8
"39003",2020,14.9,58458,0.38,15.8,307,"Suburban",79.1,37.5,22.5
"58596",2013,3.3,52243,0.41,22.7,588.8,"Rural",80.7,15.7,68.1
"43573",2014,4.3,51614,0.3,8.4,348.1,"Rural",38.3,55.5,24.3
"38313",2012,12.7,54091,0.44,27.7,39.4,"Urban",35,26.5,2.3
"47988",2019,10.5,46005,0.37,9.3,357.7,"Suburban",87.5,27.6,62.5
"34734",2012,10,58362,0.51,20.2,92.6,"Suburban",41.5,37.3,4.8
"49361",2020,6.4,30757,0.49,6.4,65.9,"Suburban",23.2,53,56.4
"21273",2016,11.4,49783,0.47,7.3,481.1,"Suburban",74.4,19.7,50.3
"29041",2018,11.5,55500,0.5,13,88.5,"Urban",78.2,3.7,20.5
"40345",2013,2.4,67970,0.46,23.7,185.2,"Urban",56.2,25.4,2.6
"39139",2014,3.6,41616,0.42,19.4,364.2,"Urban",32.7,13.1,34.7
"27797",2012,6.4,56653,0.53,27.9,280.2,"Rural",30.1,2.9,9.4
"43791",2010,10.2,36401,0.37,28.8,232.2,"Suburban",88.8,54.2,51.3
"27937",2017,9,37158,0.55,29,247.4,"Suburban",58.9,55,7.6
"30428",2011,2.6,60009,0.31,14.9,586.6,"Urban",85.3,8.1,21
"27441",2010,4.1,35435,0.43,29.8,404.6,"Rural",35.9,44.9,60.4
"18560",2016,4.2,55202,0.33,17.3,248.4,"Urban",57.4,33.7,22.8
"16673",2012,11.6,41925,0.42,14.2,91.5,"Urban",63.2,18.9,15.8
"43297",2020,13.8,56959,0.46,22.3,90.7,"Urban",36.5,14.3,68.9
"15834",2010,4.8,43752,0.39,13.2,111.7,"Rural",79.7,26.1,15.9
"18003",2012,7.2,47932,0.51,5.7,254.9,"Suburban",72,55.1,3.9
"16189",2020,13.1,57832,0.37,6.3,880.1,"Urban",21.4,37,34.7
"44705",2017,12.8,42290,0.52,26.6,25.2,"Urban",36.1,15.7,69.1
"54859",2012,2.1,42578,0.49,10.9,23.2,"Suburban",40.8,59,11.5
"25192",2015,7.2,42886,0.46,24,215.4,"Urban",58.4,5.9,25.4
"30953",2017,8.4,55423,0.44,25.3,128,"Suburban",25.8,25.7,64.4
"59107",2011,11.4,59800,0.49,24.2,352.6,"Rural",29.5,56.7,41.6
"49118",2013,10.9,49610,0.29,26.1,170.2,"Rural",66.8,9.1,64.9
"41694",2011,10.3,46518,0.46,8.3,295,"Urban",20.6,51.8,41.5
"27510",2019,7.5,57964,0.45,16.6,32.3,"Rural",89.3,21.2,25.3
"15025",2019,8.8,55952,0.33,6.3,282.6,"Suburban",45,32.4,46.9
"29698",2012,12.8,44632,0.52,23.8,80,"Urban",77.6,9.1,53.1
"49361",2014,7.3,50981,0.54,12.7,170.3,"Urban",85.9,10,15.5
"59560",2012,13.6,47150,0.46,15.1,198.4,"Rural",85.7,49.8,49.4
"27937",2015,11.7,39716,0.55,12.4,17.5,"Rural",66.3,31.1,35.4
"34142",2012,9.8,53620,0.31,15.9,205.6,"Suburban",59.7,4.2,41.8
"59560",2012,4.1,45392,0.31,25.9,873.1,"Urban",40.4,11.9,25.3
"36910",2011,13,58270,0.36,21.8,121.6,"Rural",36.7,52.1,17.8
"55493",2019,7.5,44327,0.47,17,282.5,"Suburban",44.1,20,26.1
"42229",2013,6.3,52259,0.5,25.7,43.2,"Rural",39.5,14.1,36.5
"10622",2018,11.7,50242,0.4,21.5,362.8,"Urban",50.1,39.1,58
"34343",2016,10,29867,0.35,28.7,62.7,"Urban",60.7,3.5,29.6
"20959",2013,10.4,57005,0.43,28,141.2,"Rural",83.2,8.3,15.9
"10771",2017,3,52119,0.42,28.3,247.4,"Urban",30.6,55.7,17.1
"35815",2018,8.7,58795,0.29,29.9,54.4,"Urban",29.8,38.1,33.9
