"release_id","member_id","chamber","party","ideology_score","state","date","topic","sentiment_score","contains_attack"
1657,48,"House","Republican",-0.251531198786946,"CT",2024-07-03,"Foreign Policy",0.36,1
1658,288,"House","Republican",-0.611037477786841,"AL",2024-04-08,"Technology",0.33,1
1659,452,"House","Democrat",-0.714762639310456,"CA",2024-11-21,"Energy",-0.02,0
1660,329,"House","Republican",-0.37421188616109,"CO",2024-06-19,"Economy",-0.21,1
1661,408,"House","Democrat",0.661743799669483,"WY",2024-12-06,"Technology",0.16,0
1662,19,"House","Democrat",0.618958317339157,"ME",2024-11-14,"Health",0,1
1663,193,"House","Republican",0.872296113576031,"SC",2024-12-03,"Health",0.08,0
1664,102,"Senate","Republican",-0.324320433626312,"PA",2024-07-11,"Energy",0.01,1
1665,36,"House","Republican",-1.05073035324086,"MI",2024-02-07,"Foreign Policy",0.42,1
1666,170,"Senate","Democrat",-0.140350139402896,"IN",2024-10-26,"Technology",-0.27,0
1667,299,"House","Republican",-0.162786078010598,"NY",2024-03-14,"Agriculture",-0.01,1
1668,57,"House","Democrat",-0.362781902519333,"NM",2024-10-24,"Education",-0.45,1
1669,297,"House","Republican",0.0521245723430065,"ND",2024-03-19,"Health",-0.15,0
1670,89,"House","Democrat",0.112290228372624,"MN",2024-09-29,"Economy",0.2,0
1671,498,"House","Democrat",-0.146795477739985,"KY",2024-06-13,"Environment",-0.24,1
1672,14,"House","Democrat",-0.57428441303089,"MN",2024-09-15,"Health",-0.55,0
1673,435,"House","Republican",-0.208203928948627,"AR",2024-02-13,"Foreign Policy",0.16,0
1674,369,"House","Democrat",-0.506168179050646,"CA",2024-12-11,"Environment",0.07,0
1675,507,"House","Republican",-0.0859161195225817,"AZ",2024-06-26,"Immigration",-0.57,1
1676,289,"House","Democrat",-0.11947843779668,"MI",2024-02-05,"Health",-0.63,1
1677,323,"House","Republican",-0.475646703997628,"ME",2024-02-28,"Environment",-0.55,0
1678,464,"House","Republican",-0.231569948374894,"HI",2024-08-15,"Technology",0.04,0
1679,346,"House","Democrat",0.578971100643994,"ME",2024-10-12,"Budget",0.16,1
1680,533,"Senate","Republican",-0.401258192666971,"WY",2024-03-13,"Technology",-0.16,1
1681,199,"House","Democrat",-0.223883644398981,"GA",2024-02-25,"Energy",0.38,1
1682,26,"House","Republican",0.0262053938722717,"VA",2024-12-15,"Environment",0.27,1
1683,193,"Senate","Republican",-0.400207624649901,"CO",2024-04-21,"Education",0.36,0
1684,38,"House","Republican",-0.0862138168496017,"AR",2024-05-10,"Foreign Policy",0.15,0
1685,435,"House","Democrat",0.0548345775924711,"MD",2024-01-02,"Health",0.42,0
1686,507,"House","Republican",-0.562658651952579,"AR",2024-04-28,"Budget",-0.11,1
1687,187,"House","Republican",-0.111208919154757,"MA",2024-04-24,"Energy",-0.23,1
1688,294,"House","Republican",0.698107028533787,"IL",2024-08-12,"Budget",0.36,1
1689,466,"House","Republican",-0.217893284909882,"NV",2024-02-07,"Foreign Policy",0.15,1
1690,311,"House","Democrat",-0.253930776341366,"NV",2024-11-01,"Foreign Policy",-0.22,1
1691,264,"House","Republican",0.166738498272681,"NE",2024-12-09,"Energy",-0.09,0
1692,393,"House","Independent",-0.369463178966063,"CT",2024-06-09,"Technology",0.1,0
1693,411,"House","Democrat",-0.314357334785633,"IL",2024-05-06,"Economy",0.42,0
1694,77,"House","Republican",0.0720661337640809,"TX",2024-05-28,"Immigration",0.25,1
1695,262,"House","Republican",-0.713752111915342,"CO",2024-11-01,"Technology",-0.2,1
1696,250,"House","Republican",-0.538841761553679,"ID",2024-10-08,"Environment",0.68,1
1697,188,"House","Democrat",-0.545492857125347,"KY",2024-07-25,"Budget",0.03,1
1698,207,"House","Independent",-0.033207728316426,"NM",2024-03-07,"Technology",-0.48,0
1699,353,"House","Democrat",0.222666582624755,"FL",2024-06-01,"Energy",-0.08,1
1700,270,"House","Democrat",-0.886193891160025,"NC",2024-12-08,"Immigration",0.64,0
1701,166,"House","Republican",-0.341055029675022,"VT",2024-01-06,"Economy",-0.32,1
1702,368,"House","Democrat",-0.529315113506988,"TN",2024-08-18,"Energy",-0.33,0
1703,50,"House","Republican",0.856518991615523,"OR",2024-02-04,"Health",0.07,1
1704,242,"House","Republican",-0.255780354902873,"ND",2024-04-18,"Energy",0.05,1
1705,510,"House","Republican",-0.594110117842478,"UT",2024-05-13,"Energy",-0.41,0
1706,6,"House","Democrat",-0.0767779315457606,"SD",2024-07-07,"Energy",0.17,0
1707,217,"House","Republican",0.12183280554947,"VT",2024-09-24,"Environment",0.03,1
1708,35,"House","Republican",-0.080531167595597,"IA",2024-01-16,"Energy",-0.23,1
1709,25,"House","Democrat",0.0548542851096789,"OH",2024-10-19,"Energy",0.28,1
1710,13,"Senate","Democrat",0.116657771962853,"SD",2024-05-02,"Technology",0.27,1
1711,26,"Senate","Republican",-0.351351919423138,"IL",2024-01-25,"Economy",-0.28,0
1712,162,"House","Republican",0.412167888760737,"NV",2024-05-05,"Agriculture",-0.39,1
1713,521,"House","Democrat",0.223443152250566,"UT",2024-09-05,"Economy",-0.37,1
1714,139,"House","Democrat",0.0366283181086719,"NV",2024-03-17,"Health",-0.31,1
1715,279,"House","Independent",-0.253332896540859,"ND",2024-10-20,"Immigration",-0.6,0
1716,475,"House","Democrat",-0.469413696332697,"ND",2024-11-16,"Health",0.25,0
1717,531,"House","Republican",-0.0501941601095586,"LA",2024-11-01,"Education",-0.25,1
1718,7,"House","Democrat",-0.111661332547433,"OH",2024-05-27,"Immigration",-0.17,1
1719,102,"House","Democrat",-0.828610730994531,"WA",2024-09-23,"Technology",-0.12,1
1720,131,"Senate","Democrat",0.643054380690636,"MA",2024-07-13,"Energy",0.04,1
1721,312,"House","Democrat",-0.20984102018324,"NH",2024-07-02,"Energy",-0.13,1
1722,134,"House","Republican",0.84834757404421,"TX",2024-12-26,"Budget",0.51,1
1723,287,"House","Democrat",0.00242885574964029,"MT",2024-10-31,"Economy",-0.07,0
1724,206,"House","Republican",-0.15972353768965,"OH",2024-12-13,"Foreign Policy",0.12,1
1725,431,"House","Democrat",0.176495547908802,"OK",2024-04-09,"Technology",0.19,1
1726,244,"House","Republican",0.0409316687655004,"MI",2024-03-04,"Agriculture",0.11,1
1727,220,"House","Democrat",0.324048714460232,"SD",2024-03-04,"Agriculture",0.07,0
1728,167,"House","Democrat",0.276552491722209,"DE",2024-12-15,"Technology",-0.01,0
1729,226,"House","Republican",-0.221379299886148,"MA",2024-01-28,"Budget",-0.18,1
1730,317,"House","Democrat",-0.784826874122878,"VT",2024-01-08,"Energy",0.05,1
1731,79,"House","Republican",0.24489262988682,"GA",2024-07-01,"Budget",-0.26,1
1732,243,"House","Democrat",-0.0278201528206328,"ID",2024-05-25,"Agriculture",0.03,0
1733,49,"Senate","Democrat",-0.0336612839517377,"TX",2024-02-08,"Education",-0.1,0
1734,200,"House","Republican",-0.06134324850974,"CO",2024-10-02,"Health",0.04,1
1735,111,"House","Republican",0.0368725974605271,"AZ",2024-08-22,"Environment",-0.18,0
1736,318,"House","Republican",0.190580398485218,"UT",2024-03-09,"Immigration",0.01,1
1737,11,"House","Democrat",-0.229288186007707,"AK",2024-06-20,"Agriculture",0.08,0
1738,353,"House","Democrat",-0.0663927965263684,"MS",2024-06-21,"Immigration",-0.26,1
1739,161,"Senate","Republican",0.613388629357879,"IN",2024-05-10,"Agriculture",-0.19,1
1740,135,"House","Republican",-0.248267424034497,"OR",2024-05-29,"Education",-0.15,0
1741,276,"House","Republican",0.443724592670545,"WI",2024-06-14,"Economy",-0.11,1
1742,241,"House","Republican",0.296153107341575,"ME",2024-02-09,"Budget",0.07,0
1743,226,"House","Democrat",-0.947170283662902,"RI",2024-11-27,"Agriculture",0.13,1
1744,308,"House","Republican",0.188851264820141,"LA",2024-12-10,"Budget",-0.17,0
1745,396,"House","Democrat",0.211444297543219,"WA",2024-06-19,"Health",0.15,1
1746,507,"House","Republican",-0.039873092541512,"AR",2024-10-06,"Energy",0,1
1747,201,"House","Democrat",0.263241272189767,"VA",2024-10-25,"Budget",-0.29,1
1748,417,"House","Democrat",0.179799586077208,"VA",2024-09-17,"Foreign Policy",-0.21,1
1749,329,"House","Democrat",-0.572783239218517,"NY",2024-09-17,"Technology",0.51,1
1750,41,"Senate","Democrat",-0.23108774049829,"OK",2024-07-10,"Environment",0.11,0
1751,358,"House","Democrat",-0.477500111065719,"ND",2024-07-31,"Foreign Policy",-0.13,0
1752,425,"House","Democrat",0.0518527459254967,"HI",2024-05-26,"Environment",-0.24,1
1753,224,"Senate","Independent",-0.517334791772307,"PA",2024-07-15,"Health",0.24,0
1754,239,"House","Republican",-0.567420726350861,"LA",2024-10-31,"Budget",-0.06,1
1755,487,"House","Republican",-0.217223504053504,"HI",2024-10-15,"Budget",0.22,1
1756,26,"Senate","Democrat",0.269757306241512,"TN",2024-04-14,"Agriculture",-0.43,0
1757,18,"House","Republican",-0.486842699643906,"UT",2024-03-26,"Immigration",-0.11,1
1758,371,"House","Republican",-0.371339968514552,"MO",2024-05-21,"Immigration",0.67,1
1759,95,"House","Republican",-1.34417212129069,"VT",2024-12-01,"Health",0.1,1
1760,249,"House","Democrat",-0.93949341516952,"NJ",2024-12-03,"Economy",-0.29,1
1761,404,"House","Republican",0.225091347026663,"WI",2024-04-30,"Health",-0.75,1
1762,531,"House","Republican",-0.382994005529912,"NC",2024-08-02,"Foreign Policy",0.32,1
1763,196,"House","Republican",-0.34612508122618,"AZ",2024-10-19,"Economy",-0.33,1
1764,299,"Senate","Republican",0.385795690231003,"KY",2024-09-28,"Foreign Policy",-0.18,1
1765,418,"Senate","Democrat",1.10088509320996,"MI",2024-05-24,"Foreign Policy",-0.67,0
1766,490,"House","Republican",-0.62519433424601,"MD",2024-07-09,"Immigration",-0.09,1
1767,493,"House","Democrat",0.253177573180462,"WI",2024-10-24,"Education",-0.1,1
1768,168,"House","Republican",-0.760126637408821,"WA",2024-05-10,"Environment",-0.18,1
1769,491,"House","Republican",0.923443252636835,"NH",2024-06-08,"Budget",-0.28,1
1770,45,"House","Republican",-0.0530583950410067,"MO",2024-09-22,"Environment",-0.06,1
1771,279,"House","Independent",-1.18497387219472,"PA",2024-11-05,"Energy",-0.21,0
1772,182,"House","Republican",-0.512179458082909,"WA",2024-09-29,"Economy",-0.05,1
1773,213,"House","Republican",0.430101523504601,"OR",2024-06-09,"Technology",-0.22,1
1774,21,"House","Democrat",0.218853370129,"SC",2024-12-28,"Immigration",-0.06,1
1775,367,"House","Democrat",-0.15317258801537,"AZ",2024-09-03,"Foreign Policy",-0.15,1
1776,53,"House","Democrat",-0.131465518083039,"DE",2024-06-14,"Budget",0,1
1777,215,"House","Independent",-0.372469755429542,"AR",2024-10-15,"Economy",0.22,1
1778,319,"House","Republican",0.0283008772812143,"OR",2024-09-18,"Education",0.59,0
1779,355,"Senate","Democrat",-0.146272426962347,"ME",2024-08-31,"Energy",-0.3,1
1780,420,"House","Republican",0.363249161785153,"CO",2024-08-17,"Health",0.28,1
1781,78,"House","Republican",-0.387755462205242,"VA",2024-07-24,"Budget",0.58,1
1782,454,"House","Democrat",-0.518706115844946,"ME",2024-04-30,"Technology",-0.26,1
1783,423,"House","Democrat",-0.257473734755171,"FL",2024-09-04,"Health",0.13,0
1784,60,"House","Democrat",0.662983623961238,"OH",2024-04-14,"Education",0.37,1
1785,493,"Senate","Republican",0.427268333950088,"GA",2024-12-18,"Foreign Policy",-0.15,1
1786,486,"House","Republican",-0.929136899409135,"NE",2024-08-10,"Foreign Policy",-0.26,1
1787,528,"House","Republican",0.0867001209923618,"FL",2024-12-05,"Environment",-0.34,1
1788,459,"House","Republican",0.877309764643902,"MS",2024-09-22,"Agriculture",0.26,0
1789,29,"Senate","Republican",0.53180301690156,"DE",2024-10-19,"Energy",0.51,0
1790,116,"House","Republican",0.768094814569654,"WA",2024-04-29,"Environment",-0.1,0
1791,348,"House","Republican",-0.59498322802867,"OR",2024-02-27,"Education",0.6,1
1792,20,"House","Republican",-0.448669978524108,"KS",2024-08-12,"Immigration",-0.11,1
1793,145,"Senate","Republican",-0.194113867593124,"HI",2024-11-06,"Technology",0.03,0
1794,378,"House","Republican",-0.206196665478075,"OH",2024-04-20,"Technology",0.29,1
1795,453,"House","Democrat",0.679551799500901,"GA",2024-01-12,"Environment",-0.26,1
1796,18,"House","Republican",0.729539008500339,"KY",2024-04-02,"Economy",0.57,0
1797,257,"Senate","Democrat",1.10252531804788,"OH",2024-06-07,"Economy",0.14,1
1798,351,"House","Democrat",-0.388220263210755,"NY",2024-10-13,"Energy",0.09,1
1799,229,"House","Democrat",-0.202228334564682,"HI",2024-05-25,"Environment",0.45,0
1800,337,"Senate","Republican",-0.017141568843818,"ND",2024-09-24,"Budget",-0.02,0
1801,230,"House","Democrat",0.156924865006969,"CO",2024-11-13,"Environment",-0.09,1
1802,283,"House","Republican",-0.0518033330511148,"WV",2024-04-13,"Agriculture",-0.11,1
1803,237,"House","Republican",0.127395171484169,"MT",2024-02-19,"Energy",0.49,1
1804,170,"House","Democrat",0.37079627704493,"KS",2024-01-18,"Agriculture",-0.39,1
1805,25,"House","Democrat",-0.163700415498755,"WA",2024-10-02,"Foreign Policy",0.84,0
1806,72,"House","Democrat",-0.191937826432762,"MI",2024-09-02,"Health",-0.31,1
1807,263,"House","Democrat",0.0312641270817763,"WI",2024-08-08,"Budget",-0.04,1
1808,295,"House","Democrat",-0.166785833713354,"RI",2024-07-16,"Budget",-0.35,1
1809,303,"House","Democrat",-0.787342051858713,"NV",2024-12-30,"Economy",0.14,0
1810,505,"House","Democrat",0.0828476586874302,"NY",2024-01-25,"Economy",-0.01,1
1811,286,"House","Democrat",-0.118215456273658,"MT",2024-02-06,"Budget",-0.49,1
1812,433,"House","Republican",-0.247011692652407,"MN",2024-07-20,"Budget",-0.88,1
1813,417,"House","Republican",0.429650482630648,"RI",2024-08-14,"Health",0.78,1
1814,292,"Senate","Democrat",-0.0459111478676744,"RI",2024-05-28,"Economy",0.2,0
1815,292,"House","Republican",0.143370130431599,"ID",2024-09-28,"Education",0.11,1
1816,113,"House","Democrat",0.27701326326403,"VT",2024-11-14,"Technology",0.37,0
1817,285,"House","Republican",0.930807606763435,"CO",2024-12-23,"Agriculture",-0.77,0
1818,422,"House","Democrat",0.292579568973468,"NM",2024-07-16,"Health",0.24,1
1819,271,"Senate","Democrat",0.0597050308285736,"WY",2024-12-30,"Education",0.23,1
1820,90,"Senate","Democrat",-0.0315490984408722,"PA",2024-09-13,"Foreign Policy",0.06,1
1821,182,"House","Independent",-0.51142086252361,"MO",2024-01-16,"Education",-0.24,1
1822,142,"House","Democrat",0.104348509830771,"KY",2024-06-09,"Energy",0.05,0
1823,37,"House","Democrat",-0.899464925106085,"GA",2024-06-18,"Immigration",-0.21,0
1824,401,"House","Democrat",-0.560858405357643,"CA",2024-02-28,"Energy",0.16,0
1825,314,"House","Democrat",-0.66173066275808,"IN",2024-03-13,"Environment",-0.74,1
1826,115,"Senate","Democrat",-0.834517927690213,"OR",2024-03-31,"Agriculture",0.15,0
1827,215,"House","Independent",0.93961515895703,"PA",2024-06-12,"Agriculture",0.17,1
1828,220,"House","Republican",0.211915562532655,"WA",2024-01-01,"Immigration",-0.04,0
1829,185,"Senate","Independent",-0.29896975734773,"NJ",2024-07-24,"Education",-0.69,0
1830,159,"House","Democrat",-0.0462965664086501,"LA",2024-01-27,"Education",-0.11,1
1831,95,"House","Democrat",0.557705798265062,"KS",2024-09-10,"Health",0.25,0
1832,246,"House","Democrat",0.0184550913063095,"AK",2024-07-14,"Education",-0.26,1
1833,187,"Senate","Republican",0.521953137196571,"NJ",2024-07-15,"Health",-0.12,1
1834,313,"House","Republican",-0.149522688431846,"SC",2024-11-19,"Agriculture",0.19,1
1835,284,"House","Republican",-0.104035606687747,"KY",2024-09-01,"Education",0.18,1
1836,313,"House","Democrat",-0.438484457239842,"TN",2024-11-29,"Energy",-0.26,1
1837,507,"House","Democrat",0.790490075863812,"OR",2024-12-28,"Agriculture",0.43,0
1838,277,"House","Democrat",-0.434171475179532,"WA",2024-12-01,"Technology",0.06,0
1839,458,"Senate","Democrat",0.222381359308003,"RI",2024-08-28,"Foreign Policy",-0.06,1
1840,360,"House","Republican",-0.741899860221976,"ND",2024-05-26,"Budget",0.76,0
1841,516,"House","Democrat",-0.316736432370767,"IA",2024-10-20,"Budget",0.13,1
1842,446,"House","Republican",-0.702368591122345,"MA",2024-12-15,"Foreign Policy",0.25,0
1843,341,"House","Republican",-0.53555389866641,"MN",2024-06-28,"Immigration",-0.24,1
1844,317,"House","Republican",0.05394445071439,"AZ",2024-10-07,"Agriculture",-0.2,1
1845,517,"House","Democrat",-0.206413520559269,"FL",2024-04-25,"Education",0.18,1
1846,373,"House","Democrat",-0.281507461445022,"AK",2024-01-31,"Environment",0.06,1
1847,191,"House","Democrat",-0.566363465583017,"ND",2024-09-11,"Immigration",-0.23,1
1848,388,"House","Republican",-0.051488808152011,"MT",2024-09-26,"Agriculture",0.14,1
1849,509,"House","Democrat",0.0122976284077903,"VA",2024-06-01,"Agriculture",-0.15,1
1850,100,"House","Democrat",-0.229696061106968,"WV",2024-07-14,"Education",0.31,0
1851,314,"House","Republican",0.371685671061107,"PA",2024-05-29,"Foreign Policy",0,0
1852,360,"House","Republican",-0.30625955332406,"TX",2024-04-21,"Agriculture",-0.03,0
1853,141,"House","Republican",0.941797031971148,"MN",2024-01-30,"Budget",0.39,0
1854,175,"House","Democrat",0.705641784560512,"CO",2024-12-23,"Foreign Policy",0.09,1
1855,268,"House","Democrat",-0.556265573951143,"MT",2024-06-22,"Economy",-0.05,1
1856,136,"House","Democrat",-1.02681561501231,"NC",2024-10-09,"Agriculture",0.45,1
1857,170,"House","Republican",0.173434696481776,"ME",2024-05-16,"Health",-0.41,1
1858,23,"Senate","Democrat",-0.270026557093196,"CO",2024-10-07,"Energy",-0.02,1
1859,345,"Senate","Republican",-0.0614224150941459,"DE",2024-12-30,"Energy",0.33,0
1860,147,"House","Democrat",0.0941284704825807,"NM",2024-01-21,"Education",0.27,1
1861,500,"House","Republican",-0.440871573487889,"TX",2024-03-01,"Agriculture",-0.54,0
1862,111,"Senate","Republican",0.0667577529221143,"HI",2024-09-24,"Agriculture",0.07,0
1863,329,"House","Republican",0.0126281642405168,"CA",2024-04-19,"Immigration",0.18,1
1864,227,"House","Democrat",-0.271622517052286,"VT",2024-01-27,"Agriculture",-0.82,1
1865,180,"House","Republican",-0.143817501207709,"NC",2024-04-21,"Economy",0.14,1
1866,401,"House","Republican",0.442376172728582,"WI",2024-06-25,"Economy",0.4,1
1867,188,"House","Democrat",0.197764486957118,"MI",2024-06-19,"Agriculture",-0.11,1
1868,522,"House","Republican",-0.0879785662396637,"SC",2024-07-12,"Foreign Policy",-0.06,0
1869,433,"House","Democrat",0.231288770102811,"IL",2024-12-18,"Immigration",-0.16,1
1870,336,"House","Democrat",-0.588018023242927,"ME",2024-02-25,"Energy",0.14,1
1871,336,"House","Democrat",0.177077522331931,"NM",2024-04-11,"Economy",-0.17,1
1872,245,"House","Democrat",-0.0146448473603921,"TN",2024-02-29,"Agriculture",-0.28,1
1873,447,"House","Republican",-0.0327756755574754,"ND",2024-01-01,"Energy",0.07,1
1874,295,"House","Republican",0.0118323616747732,"ME",2024-11-09,"Education",-0.24,1
1875,529,"House","Republican",-0.726096378046449,"CO",2024-03-05,"Energy",-0.09,1
1876,99,"House","Republican",-0.381787738213623,"OR",2024-11-03,"Budget",0.32,0
1877,140,"House","Republican",-0.247479478232155,"TX",2024-09-23,"Budget",0.3,1
1878,13,"Senate","Democrat",-0.144805483258962,"AR",2024-12-17,"Technology",-0.27,0
1879,340,"House","Republican",0.214721535500019,"UT",2024-08-01,"Energy",-0.35,1
1880,134,"House","Democrat",-0.270440367188905,"GA",2024-01-27,"Foreign Policy",0.18,1
1881,60,"House","Republican",0.5148506517947,"MT",2024-08-04,"Agriculture",-0.13,1
1882,516,"House","Republican",0.0514449710540774,"LA",2024-05-17,"Environment",0.07,0
1883,533,"House","Democrat",0.0482494208141448,"OR",2024-01-01,"Health",0.31,1
1884,113,"House","Republican",-0.0908343658345508,"OR",2024-01-12,"Budget",0.34,1
1885,534,"House","Republican",0.06882634640604,"NM",2024-10-03,"Environment",0.45,1
1886,224,"House","Democrat",0.223007260234576,"WI",2024-05-03,"Economy",0.28,1
1887,376,"House","Republican",0.99536657860652,"MT",2024-05-11,"Technology",0.32,1
1888,72,"House","Democrat",0.159810210841751,"PA",2024-08-29,"Budget",0.76,1
1889,274,"House","Democrat",-0.272479686211179,"OR",2024-07-28,"Energy",0.19,0
1890,156,"House","Republican",-0.395410422949119,"KS",2024-01-13,"Environment",-0.16,1
1891,505,"House","Independent",-0.317572604006952,"AR",2024-01-11,"Immigration",-0.3,1
1892,262,"House","Republican",0.0444886329012482,"AK",2024-07-24,"Immigration",0.35,0
1893,4,"House","Democrat",-0.549149366000088,"MA",2024-12-02,"Technology",-0.37,0
1894,186,"House","Republican",0.82115223608818,"NY",2024-04-20,"Education",0.29,0
1895,270,"House","Democrat",-0.211826603249571,"IA",2024-04-07,"Education",0.15,0
1896,168,"Senate","Democrat",0.0822276486648666,"UT",2024-07-12,"Budget",0.2,1
1897,410,"Senate","Republican",-0.368588999276393,"KS",2024-11-05,"Environment",0,1
1898,458,"House","Democrat",-0.343288232008802,"WI",2024-12-31,"Technology",0.04,0
1899,317,"House","Republican",0.153682674262318,"IA",2024-07-06,"Technology",0.46,0
1900,303,"House","Democrat",0.278808996767647,"NY",2024-09-27,"Health",0.2,0
1901,141,"House","Republican",0.562403087100401,"CO",2024-05-21,"Energy",0.06,0
1902,53,"House","Democrat",0.0771601626182189,"TN",2024-04-27,"Health",0.12,0
1903,47,"House","Democrat",0.288976378234431,"WV",2024-01-26,"Budget",0.16,0
1904,211,"House","Democrat",-0.237145552384762,"VT",2024-10-24,"Environment",-0.11,1
1905,403,"House","Republican",0.300408631055208,"FL",2024-07-10,"Technology",-0.49,0
1906,45,"House","Republican",-1.28582621444221,"MA",2024-02-15,"Technology",-0.21,0
1907,89,"Senate","Democrat",0.594556322371286,"IL",2024-07-23,"Health",-0.34,1
1908,497,"House","Democrat",-0.274811290223695,"MD",2024-11-10,"Technology",-0.01,1
1909,26,"House","Democrat",0.548447858021435,"TX",2024-04-28,"Economy",0.61,0
1910,48,"House","Republican",0.53101454877648,"UT",2024-08-14,"Education",0.11,1
1911,427,"House","Republican",-0.0031407888199665,"ID",2024-02-18,"Energy",0.11,1
1912,175,"House","Democrat",-0.0813345697930652,"MT",2024-11-25,"Immigration",-0.06,0
1913,44,"Senate","Republican",-0.785210064898308,"TN",2024-09-13,"Immigration",0.03,1
1914,228,"House","Democrat",0.146659762458221,"OH",2024-04-22,"Education",-0.45,1
1915,392,"House","Republican",0.326856419936502,"ND",2024-12-28,"Technology",0.1,0
1916,123,"House","Republican",0.224117546508747,"FL",2024-02-22,"Technology",-0.31,0
1917,148,"House","Democrat",0.256250900464171,"WA",2024-10-30,"Economy",0.33,0
1918,372,"House","Republican",-0.0939488356549987,"OK",2024-08-29,"Foreign Policy",0.08,1
1919,399,"House","Republican",0.62188204826782,"MI",2024-01-26,"Agriculture",-0.55,1
1920,127,"House","Republican",0.0352018946295063,"NE",2024-10-14,"Agriculture",-0.16,0
1921,521,"House","Democrat",-0.128412934941014,"MN",2024-02-16,"Immigration",0.01,0
1922,251,"Senate","Democrat",-0.381711829251087,"MS",2024-10-06,"Budget",-0.42,0
1923,250,"House","Democrat",0.493125089056415,"AK",2024-07-10,"Technology",-0.16,1
1924,238,"Senate","Republican",0.323599090090167,"WA",2024-10-14,"Foreign Policy",-0.2,0
1925,307,"House","Democrat",0.885096262915422,"SC",2024-03-03,"Foreign Policy",0.26,0
1926,107,"House","Republican",0.419605050802094,"TN",2024-04-29,"Technology",0.71,1
1927,332,"House","Democrat",-0.19934204690823,"VA",2024-05-20,"Health",0.44,0
1928,140,"House","Democrat",-0.654059722451354,"MA",2024-06-04,"Health",0.23,0
1929,127,"Senate","Republican",-0.279254883453481,"MO",2024-04-05,"Environment",-0.33,0
1930,99,"House","Democrat",-0.123615568818991,"NJ",2024-02-04,"Energy",0.16,1
1931,150,"House","Democrat",-0.92955351501972,"RI",2024-11-12,"Agriculture",0.61,1
1932,161,"House","Republican",0.137757853847271,"IA",2024-03-13,"Foreign Policy",-0.63,0
1933,296,"House","Republican",0.219326295208074,"OH",2024-01-12,"Energy",0.17,0
1934,441,"House","Republican",-0.0608449204061073,"ND",2024-08-01,"Environment",0.26,1
1935,145,"House","Democrat",-0.635162167703663,"LA",2024-06-24,"Economy",-0.68,1
1936,16,"Senate","Democrat",0.552199453106661,"WV",2024-04-11,"Environment",-0.38,1
1937,356,"House","Democrat",-0.372970589186244,"IN",2024-09-21,"Foreign Policy",0.16,1
1938,367,"Senate","Republican",0.411945427645523,"AZ",2024-04-20,"Energy",0.01,1
1939,416,"House","Democrat",0.157209904779358,"SC",2024-11-12,"Immigration",0.38,0
1940,268,"House","Republican",-0.136969524897145,"CT",2024-02-15,"Health",0.17,1
1941,354,"House","Republican",-0.173701097344281,"TX",2024-02-07,"Economy",0.29,0
1942,311,"House","Republican",0.296875464994289,"SC",2024-05-12,"Environment",0.32,0
1943,150,"House","Republican",0.0768744959186982,"SC",2024-12-14,"Technology",0.38,1
1944,272,"House","Democrat",-0.522060004474619,"OK",2024-03-27,"Agriculture",-0.31,0
1945,94,"Senate","Republican",1.16960578503038,"LA",2024-01-18,"Budget",0.01,0
1946,245,"House","Democrat",0.462303023393778,"NC",2024-12-14,"Agriculture",-0.06,1
1947,9,"Senate","Republican",0.173461558523971,"NC",2024-03-13,"Education",-0.01,1
1948,458,"House","Republican",0.538389086537387,"ME",2024-11-29,"Education",-0.18,0
1949,511,"House","Republican",0.306611064659621,"NH",2024-07-15,"Education",-0.4,1
1950,248,"House","Democrat",-0.0639279144475472,"GA",2024-01-30,"Energy",-0.23,0
1951,176,"House","Republican",-0.783655969713942,"IA",2024-07-08,"Energy",-0.37,0
1952,259,"House","Democrat",-0.138935268745485,"TN",2024-07-12,"Agriculture",0.21,0
1953,85,"House","Republican",0.539123455397897,"DE",2024-07-13,"Agriculture",-0.12,1
1954,325,"House","Republican",0.505724528116616,"WV",2024-08-24,"Environment",-0.82,1
1955,385,"House","Republican",-0.0277525333145033,"VT",2024-04-18,"Education",0.02,0
1956,70,"Senate","Independent",0.222546334988281,"FL",2024-12-08,"Education",0.08,0
1957,432,"House","Republican",0.0413046574155027,"GA",2024-02-28,"Immigration",0.43,0
1958,314,"House","Democrat",0.468332796401304,"RI",2024-05-24,"Economy",-0.31,1
1959,436,"House","Independent",-0.454809941850669,"AL",2024-09-28,"Immigration",-0.07,0
1960,320,"House","Republican",-0.820300342802164,"NM",2024-07-02,"Technology",-0.51,1
1961,19,"House","Republican",-0.660421993194259,"AZ",2024-03-24,"Economy",-0.1,1
1962,75,"House","Democrat",-0.598971187077168,"WA",2024-05-22,"Education",-0.16,1
1963,70,"House","Democrat",-0.119308844060405,"OK",2024-09-04,"Energy",-0.02,1
1964,13,"House","Democrat",-0.166106271746794,"WV",2024-02-27,"Environment",-0.13,1
1965,479,"House","Republican",-0.188383030223224,"ID",2024-05-02,"Budget",-0.4,1
1966,419,"House","Democrat",-0.00232926609992572,"AR",2024-03-20,"Energy",0.33,1
1967,449,"House","Republican",-0.190586674239944,"KY",2024-07-28,"Technology",-0.23,1
1968,151,"House","Independent",0.830280377337993,"CT",2024-02-11,"Immigration",0,1
1969,262,"House","Republican",-0.376521335366395,"UT",2024-07-21,"Agriculture",-0.01,0
1970,500,"House","Republican",0.547996370146771,"MI",2024-11-20,"Education",-0.05,1
